"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",110305617,"noun.person",18,"n","office-bearer#1(office-bearer%1:18:00::)","the person who holds an office","","office-bearer"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",108257590,"noun.group",14,"n","select committee#1(select_committee%1:14:00::)","a parliamentary committee appointed for some special purpose","","select committee"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",103850397,"noun.artifact",6,"n","paternoster#2(paternoster%1:06:00::)","a type of lift having a chain of open compartments that move continually in an endless loop so that (agile) passengers can step on or off at each floor","","paternoster"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",103066236,"noun.artifact",6,"n","common room#1(common_room%1:06:00::)","a sitting room (usually at school or university)","","common room"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",113248579,"noun.possession",21,"n","council tax#1(council_tax%1:21:00::)","a tax levied on households by local authorities; based on the estimated value of the property and the number of people living in it","","council tax"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",104304173,"noun.artifact",6,"n","surgery#2(surgery%1:06:01::)","a room where a doctor or dentist can be consulted","he read the warning in the doctor's surgery","surgery"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",108099073,"noun.group",14,"n","estate of the realm#1(estate_of_the_realm%1:14:00::),the three estates#1(the_three_estates%1:14:00::),estate#3(estate%1:14:00::)","a major social class or order of persons regarded collectively as part of the body politic of the country (especially in the United Kingdom) and formerly possessing distinct political rights","","estate of the realm,the three estates,estate"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",301023189,"adj.all",0,"s","gammy#1(gammy%5:00:00:unfit:01)","(British informal) sore or lame","a gammy foot","gammy"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",110484362,"noun.person",18,"n","sandboy#1(sandboy%1:18:00::)","a young peddler of sand; used now only to express great happiness in `happy as a sandboy'","","sandboy"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",103371227,"noun.artifact",6,"n","free house#1(free_house%1:06:00::)","a public house that is not controlled by a brewery and so is free to sell different brands of beer and ale","","free house"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",109841054,"noun.person",18,"n","chancellor#3(chancellor%1:18:01::)","the honorary or titular head of a university","","chancellor"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",113559138,"noun.quantity",23,"n","quarter#9(quarter%1:23:04::)","a quarter of a hundredweight (28 pounds)","","quarter"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",103446705,"noun.artifact",6,"n","gun room#1(gun_room%1:06:00::)","military quarters of midshipmen and junior officers on a British warship","","gun room"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",103299316,"noun.artifact",6,"n","fairy light#1(fairy_light%1:06:00::)","a small colored light used for decoration (especially at Christmas)","","fairy light"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",100509373,"noun.act",4,"n","lucky dip#1(lucky_dip%1:04:00::)","a game in which prizes (e.g., candies or coins) are concealed in a container and for a small sum a player can draw one out at random","","lucky dip"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",108185785,"noun.group",14,"n","gaudy#1(gaudy%1:14:00::)","(Britain) a celebratory reunion feast or entertainment held a college","","gaudy"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",100502512,"noun.act",4,"n","bar billiards#1(bar_billiards%1:04:00::),bagatelle#3(bagatelle%1:04:00::)","a table game in which short cues are used to knock balls into holes that are guarded by wooden pegs; penalties are incurred if the pegs are knocked over","","bar billiards,bagatelle"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",108277767,"noun.group",14,"n","Special Air Service#1(special_air_service%1:14:00::),SAS#1(sas%1:14:00::)","a specialist regiment of the British army that is trained in commando techniques of warfare and used in clandestine operations (especially against terrorist groups)","","Special Air Service,SAS"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",100899671,"noun.act",4,"n","rub up#1(rub_up%1:04:00::)","a review that refreshes your memory","I need a rub up on my Latin","rub up"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",110454274,"noun.person",18,"n","remover#2(remover%1:18:00::)","someone who works for a company that moves furniture","","remover"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",108085582,"noun.group",14,"n","Ordnance Survey#1(ordnance_survey%1:14:00::)","the official cartography agency of the British government","","Ordnance Survey"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",103736168,"noun.artifact",6,"n","mod con#1(mod_con%1:06:00::)","modern convenience; the appliances and conveniences characteristic of a modern house","","mod con"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",107561468,"noun.food",13,"n","Eccles cake#1(eccles_cake%1:13:00::)","a flat round cake of sweetened pastry filled with dried fruit","","Eccles cake"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",100090495,"noun.act",4,"n","clawback#1(clawback%1:04:00::)","finding a way to take money back from people that they were given in another way","the Treasury will find some clawback for the extra benefits members received","clawback"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",104378701,"noun.artifact",6,"n","titfer#1(titfer%1:06:00::)","a hat (Cockney rhyming slang: `tit for tat' rhymes with `hat')","","titfer"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",107796774,"noun.food",13,"n","cottage pie#1(cottage_pie%1:13:00::)","a dish of minced meat topped with mashed potatoes","","cottage pie"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",107793852,"noun.food",13,"n","bubble and squeak#1(bubble_and_squeak%1:13:00::)","leftover cabbage fried with cooked potatoes and sometimes meat","","bubble and squeak"
"britain",108793769,2,"noun.location",15,"n","Britain#1(britain%1:15:00::),Great Britain#1(great_britain%1:15:01::),United Kingdom of Great Britain and Northern Ireland#1(united_kingdom_of_great_britain_and_northern_ireland%1:15:00::),UK#1(uk%1:15:00::),United Kingdom#1(united_kingdom%1:15:00::),U.K.#1(u.k.%1:15:00::)","a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom","","Britain,Great Britain,United Kingdom of Great Britain and Northern Ireland,UK,United Kingdom,U.K.",1,94,"domain member region",108342454,"noun.group",14,"n","public school#2(public_school%1:14:01::)","private independent secondary school in Great Britain supported by endowment and tuition","","public school"
"mexico",108673536,3,"noun.location",15,"n","United Mexican States#1(united_mexican_states%1:15:00::),Mexico#1(mexico%1:15:00::)","a republic in southern North America; became independent from Spain in 1810","","United Mexican States,Mexico",1,94,"domain member region",101275827,"noun.act",4,"n","Buena Vista#1(buena_vista%1:04:00::)","a pitched battle in the Mexican War in 1847; United States forces under Zachary Taylor defeated the Mexican forces under Santa Anna at a locality in northern Mexico","","Buena Vista"
"mexico",108673536,3,"noun.location",15,"n","United Mexican States#1(united_mexican_states%1:15:00::),Mexico#1(mexico%1:15:00::)","a republic in southern North America; became independent from Spain in 1810","","United Mexican States,Mexico",1,94,"domain member region",107811598,"noun.food",13,"n","burrito#1(burrito%1:13:00::)","a flour tortilla folded around a filling","","burrito"
"east india",108775602,,"noun.location",15,"n","East India#1(east_india%1:15:00::),Malay Archipelago#1(malay_archipelago%1:15:00::),East Indies#1(east_indies%1:15:00::)","a group of islands in the Indian and Pacific Oceans between Asia and Australia","","East India,Malay Archipelago,East Indies",1,94,"domain member region",107754574,"noun.food",13,"n","curry#1(curry%1:13:00::)","(East Indian cookery) a pungent dish of vegetables or meats flavored with curry powder and usually eaten with rice","","curry"
"mississippi",109041104,5,"noun.location",15,"n","Magnolia State#1(magnolia_state%1:15:00::),Miss.#1(miss.%1:15:00::),MS#2(ms%1:15:00::),Mississippi#2(mississippi%1:15:00::)","a state in the Deep South on the gulf of Mexico; one of the Confederate States during the American Civil War","","Magnolia State,Miss.,MS,Mississippi",2,94,"domain member region",101301392,"noun.act",4,"n","siege of Vicksburg#1(siege_of_vicksburg%1:04:00::),Vicksburg#2(vicksburg%1:04:00::)","a decisive battle in the American Civil War (1863); after being besieged for nearly seven weeks the Confederates surrendered","","siege of Vicksburg,Vicksburg"
"cathay",108655667,,"noun.location",15,"n","China#1(china%1:15:00::),Cathay#1(cathay%1:15:00::),Communist China#1(communist_china%1:15:00::),PRC#1(prc%1:15:00::),People's Republic of China#1(people's_republic_of_china%1:15:00::),Red China#1(red_china%1:15:00::),mainland China#1(mainland_china%1:15:00::)","a communist nation that covers a vast territory in eastern Asia; the most populous country in the world","","China,Cathay,Communist China,PRC,People's Republic of China,Red China,mainland China",1,94,"domain member region",107568695,"noun.food",13,"n","fortune cookie#1(fortune_cookie%1:13:00::)","thin folded wafer containing a maxim on a slip of paper","","fortune cookie"
"atlanta",109013720,7,"noun.location",15,"n","capital of Georgia#1(capital_of_georgia%1:15:01::),Atlanta#1(atlanta%1:15:00::)","state capital and largest city of Georgia; chief commercial center of the southeastern United States; was plundered and burned by Sherman's army during the American Civil War","","capital of Georgia,Atlanta",1,94,"domain member region",101272230,"noun.act",4,"n","battle of Atlanta#1(battle_of_atlanta%1:04:00::),Atlanta#2(atlanta%1:04:00::)","a siege in which Federal troops under Sherman cut off the railroads supplying the city and then burned it; 1864","","battle of Atlanta,Atlanta"
"belgium",108783399,,"noun.location",15,"n","Belgique#1(belgique%1:15:00::),Kingdom of Belgium#1(kingdom_of_belgium%1:15:00::),Belgium#1(belgium%1:15:00::)","a monarchy in northwestern Europe; headquarters for the European Union and for the North Atlantic Treaty Organization","","Belgique,Kingdom of Belgium,Belgium",1,94,"domain member region",101281470,"noun.act",4,"n","Fontenoy#1(fontenoy%1:04:00::),Battle of Fontenoy#1(battle_of_fontenoy%1:04:00::)","a battle in 1745 in which the French army under Marshal Saxe defeated the English army and their allies under the duke of Cumberland","","Fontenoy,Battle of Fontenoy"
"belgium",108783399,,"noun.location",15,"n","Belgique#1(belgique%1:15:00::),Kingdom of Belgium#1(kingdom_of_belgium%1:15:00::),Belgium#1(belgium%1:15:00::)","a monarchy in northwestern Europe; headquarters for the European Union and for the North Atlantic Treaty Organization","","Belgique,Kingdom of Belgium,Belgium",1,94,"domain member region",101303675,"noun.act",4,"n","battle of Ypres#1(battle_of_ypres%1:04:03::),Ypres#1(ypres%1:04:03::),third battle of Ypres#1(third_battle_of_ypres%1:04:00::)","battle in World War I (1917); an Allied offensive which eventually failed because tanks bogged down in the waterlogged soil of Flanders; Germans introduced mustard gas which interfered with the Allied artillery","","battle of Ypres,Ypres,third battle of Ypres"
"china",108655667,5,"noun.location",15,"n","China#1(china%1:15:00::),Cathay#1(cathay%1:15:00::),Communist China#1(communist_china%1:15:00::),PRC#1(prc%1:15:00::),People's Republic of China#1(people's_republic_of_china%1:15:00::),Red China#1(red_china%1:15:00::),mainland China#1(mainland_china%1:15:00::)","a communist nation that covers a vast territory in eastern Asia; the most populous country in the world","","China,Cathay,Communist China,PRC,People's Republic of China,Red China,mainland China",1,94,"domain member region",113988951,"noun.state",26,"n","chi#1(chi%1:26:00::),qi#1(qi%1:26:00::),ki#1(ki%1:26:00::),ch'i#1(ch'i%1:26:00::)","the circulating life energy that in Chinese philosophy is thought to be inherent in all things; in traditional Chinese medicine the balance of negative and positive forms in the body is believed to be essential for good health","","chi,qi,ki,ch'i"
"china",108655667,5,"noun.location",15,"n","China#1(china%1:15:00::),Cathay#1(cathay%1:15:00::),Communist China#1(communist_china%1:15:00::),PRC#1(prc%1:15:00::),People's Republic of China#1(people's_republic_of_china%1:15:00::),Red China#1(red_china%1:15:00::),mainland China#1(mainland_china%1:15:00::)","a communist nation that covers a vast territory in eastern Asia; the most populous country in the world","","China,Cathay,Communist China,PRC,People's Republic of China,Red China,mainland China",1,94,"domain member region",106858488,"noun.communication",10,"n","Sino-Tibetan language#1(sino-tibetan_language%1:10:00::),Sino-Tibetan#1(sino-tibetan%1:10:00::)","the family of tonal languages spoken in eastern Asia","","Sino-Tibetan language,Sino-Tibetan"
"china",108655667,5,"noun.location",15,"n","China#1(china%1:15:00::),Cathay#1(cathay%1:15:00::),Communist China#1(communist_china%1:15:00::),PRC#1(prc%1:15:00::),People's Republic of China#1(people's_republic_of_china%1:15:00::),Red China#1(red_china%1:15:00::),mainland China#1(mainland_china%1:15:00::)","a communist nation that covers a vast territory in eastern Asia; the most populous country in the world","","China,Cathay,Communist China,PRC,People's Republic of China,Red China,mainland China",1,94,"domain member region",107797346,"noun.food",13,"n","spring roll#1(spring_roll%1:13:00::),egg roll#1(egg_roll%1:13:00::)","minced vegetables and meat wrapped in a pancake and fried","","spring roll,egg roll"
"china",108655667,5,"noun.location",15,"n","China#1(china%1:15:00::),Cathay#1(cathay%1:15:00::),Communist China#1(communist_china%1:15:00::),PRC#1(prc%1:15:00::),People's Republic of China#1(people's_republic_of_china%1:15:00::),Red China#1(red_china%1:15:00::),mainland China#1(mainland_china%1:15:00::)","a communist nation that covers a vast territory in eastern Asia; the most populous country in the world","","China,Cathay,Communist China,PRC,People's Republic of China,Red China,mainland China",1,94,"domain member region",107797194,"noun.food",13,"n","egg fu yung#1(egg_fu_yung%1:13:00::),egg foo yong#1(egg_foo_yong%1:13:00::)","omelet containing onions and celery and chopped meat or fish","","egg fu yung,egg foo yong"
