"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"black locust",112503397,,"noun.plant",20,"n","Robinia pseudoacacia#1(robinia_pseudoacacia%1:20:00::),yellow locust#1(yellow_locust%1:20:00::),black locust#2(black_locust%1:20:00::)","large thorny tree of eastern and central United States having pinnately compound leaves and drooping racemes of white flowers; widely naturalized in many varieties in temperate regions","","Robinia pseudoacacia,yellow locust,black locust",2,16,"substance meronym",112503717,"noun.plant",20,"n","black locust#1(black_locust%1:20:02::)","strong stiff wood of a black-locust tree; very resistant to decay","","black locust"
"lawson's cypress",111570590,,"noun.plant",20,"n","Chamaecyparis lawsoniana#1(chamaecyparis_lawsoniana%1:20:00::),Lawson's cedar#1(lawson's_cedar%1:20:00::),Lawson's cypress#1(lawson's_cypress%1:20:00::),Oregon cedar#1(oregon_cedar%1:20:00::),Port Orford cedar#2(port_orford_cedar%1:20:00::)","large timber tree of western North America with trunk diameter to 12 feet and height to 200 feet","","Chamaecyparis lawsoniana,Lawson's cedar,Lawson's cypress,Oregon cedar,Port Orford cedar",1,16,"substance meronym",111570866,"noun.plant",20,"n","Port Orford cedar#1(port_orford_cedar%1:20:02::)","the wood of the Port Orford cedar tree","","Port Orford cedar"
"white lead ore",114606822,,"noun.substance",27,"n","white lead ore#1(white_lead_ore%1:27:00::),cerussite#1(cerussite%1:27:00::)","a mineral consisting of lead carbonate that is an important source of lead","","white lead ore,cerussite",1,16,"substance meronym",114580128,"noun.substance",27,"n","atomic number 82#1(atomic_number_82%1:27:00::),Pb#1(pb%1:27:00::),lead#2(lead%1:27:00::)","a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey","the children were playing with lead soldiers","atomic number 82,Pb,lead"
"cartilage",105219720,1,"noun.body",8,"n","gristle#1(gristle%1:08:00::),cartilage#1(cartilage%1:08:00::)","tough elastic tissue; mostly converted to bone in adults","","gristle,cartilage",1,16,"substance meronym",105218719,"noun.body",8,"n","collagen#1(collagen%1:08:00::)","a fibrous scleroprotein in bone and cartilage and tendon and other connective tissue; yields gelatin on boiling","","collagen"
"natural gas",114887036,1,"noun.substance",27,"n","natural gas#1(natural_gas%1:27:00::),gas#6(gas%1:27:03::)","a fossil fuel in the gaseous state; used for cooking and heating homes","","natural gas,gas",1,16,"substance meronym",114878399,"noun.substance",27,"n","methane#1(methane%1:27:00::)","a colorless odorless gas used as a fuel","","methane"
"wine palm",112521110,,"noun.plant",20,"n","Borassus flabellifer#1(borassus_flabellifer%1:20:00::),longar palm#1(longar_palm%1:20:00::),lontar#1(lontar%1:20:00::),palmyra#1(palmyra%1:20:00::),palmyra palm#1(palmyra_palm%1:20:00::),toddy palm#2(toddy_palm%1:20:00::),wine palm#2(wine_palm%1:20:01::)","tall fan palm of Africa and India and Malaysia yielding a hard wood and sweet sap that is a source of palm wine and sugar; leaves used for thatching and weaving","","Borassus flabellifer,longar palm,lontar,palmyra,palmyra palm,toddy palm,wine palm",2,16,"substance meronym",112521448,"noun.plant",20,"n","bassine#1(bassine%1:20:00::)","coarse leaf fiber from palmyra palms used in making brushes and brooms","","bassine"
"toddy palm",112521110,,"noun.plant",20,"n","Borassus flabellifer#1(borassus_flabellifer%1:20:00::),longar palm#1(longar_palm%1:20:00::),lontar#1(lontar%1:20:00::),palmyra#1(palmyra%1:20:00::),palmyra palm#1(palmyra_palm%1:20:00::),toddy palm#2(toddy_palm%1:20:00::),wine palm#2(wine_palm%1:20:01::)","tall fan palm of Africa and India and Malaysia yielding a hard wood and sweet sap that is a source of palm wine and sugar; leaves used for thatching and weaving","","Borassus flabellifer,longar palm,lontar,palmyra,palmyra palm,toddy palm,wine palm",2,16,"substance meronym",112521448,"noun.plant",20,"n","bassine#1(bassine%1:20:00::)","coarse leaf fiber from palmyra palms used in making brushes and brooms","","bassine"
"laughing gas",103781854,,"noun.artifact",6,"n","nitrous oxide#1(nitrous_oxide%1:06:00::),laughing gas#1(laughing_gas%1:06:00::)","inhalation anesthetic used as an anesthetic in dentistry and surgery","","nitrous oxide,laughing gas",1,16,"substance meronym",114940616,"noun.substance",27,"n","ammonium nitrate#1(ammonium_nitrate%1:27:00::)","used as an explosive and fertilizer and rocket propellant","","ammonium nitrate"
"peruvian balsam",112486668,,"noun.plant",20,"n","Peruvian balsam#1(peruvian_balsam%1:20:00::),Myroxylon pereirae#1(myroxylon_pereirae%1:20:00::),Myroxylon balsamum pereirae#1(myroxylon_balsamum_pereirae%1:20:00::)","tree of South and Central America yielding an aromatic balsam","","Peruvian balsam,Myroxylon pereirae,Myroxylon balsamum pereirae",1,16,"substance meronym",112487088,"noun.plant",20,"n","balsam of Peru#1(balsam_of_peru%1:20:00::)","dark brown syrupy balsam from the Peruvian balsam tree used especially in dressing wounds and treating certain skin diseases","","balsam of Peru"
"sour salt",107744340,,"noun.food",13,"n","sour salt#1(sour_salt%1:13:00::)","crystals of citric acid used as seasoning","","sour salt",1,16,"substance meronym",114743372,"noun.substance",27,"n","citric acid#1(citric_acid%1:27:00::)","a weak water-soluble acid found in many fruits (especially citrus fruits); used as a flavoring agent","","citric acid"
"bauxite",114604921,,"noun.substance",27,"n","bauxite#1(bauxite%1:27:00::)","a clay-like mineral; the chief ore of aluminum; composed of aluminum oxides and aluminum hydroxides; used as an abrasive and catalyst","","bauxite",1,16,"substance meronym",114613568,"noun.substance",27,"n","gibbsite#1(gibbsite%1:27:00::)","white crystalline mineral consisting of aluminum hydroxide; a constituent of bauxite and a source of alumina","","gibbsite"
"hickory tree",112255233,,"noun.plant",20,"n","hickory tree#1(hickory_tree%1:20:00::),hickory#2(hickory%1:20:00::)","American hardwood tree bearing edible nuts","","hickory tree,hickory",1,16,"substance meronym",112255508,"noun.plant",20,"n","hickory#1(hickory%1:20:02::)","valuable tough heavy hardwood from various hickory trees","","hickory"
"bamboo",112082449,,"noun.plant",20,"n","bamboo#2(bamboo%1:20:00::)","woody tropical grass having hollow woody stems; mature canes used for construction and furniture","","bamboo",2,16,"substance meronym",112082762,"noun.plant",20,"n","bamboo#1(bamboo%1:20:02::)","the hard woody stems of bamboo plants; used in construction and crafts and fishing poles","","bamboo"
"seawater",114935470,1,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater",1,16,"substance meronym",114864927,"noun.substance",27,"n","calcium chloride#1(calcium_chloride%1:27:00::)","a deliquescent salt; used in de-icing and as a drying agent","","calcium chloride"
"chinos",103010831,,"noun.artifact",6,"n","chinos#1(chinos%1:06:00::)","(plural) trousers made with chino cloth","","chinos",1,16,"substance meronym",103010701,"noun.artifact",6,"n","chino#1(chino%1:06:00::)","a coarse twilled cotton fabric frequently used for uniforms","","chino"
"brassica napus",111814897,,"noun.plant",20,"n","Brassica napus#1(brassica_napus%1:20:00::),rape#1(rape%1:20:00::),colza#1(colza%1:20:00::)","Eurasian plant cultivated for its seed and as a forage crop","","Brassica napus,rape,colza",1,16,"substance meronym",111815070,"noun.plant",20,"n","rapeseed#1(rapeseed%1:20:00::)","seed of rape plants; source of an edible oil","","rapeseed"
"euphorbia antisyphilitica",112856606,,"noun.plant",20,"n","Euphorbia antisyphilitica#1(euphorbia_antisyphilitica%1:20:00::),candelilla#2(candelilla%1:20:00::)","wax-coated shrub of northern Mexico and southwestern United States","","Euphorbia antisyphilitica,candelilla",1,16,"substance meronym",114722389,"noun.substance",27,"n","candelilla wax#1(candelilla_wax%1:27:00::)","a hard brown wax that occurs as a coating on candelilla shrubs","","candelilla wax"
"pedilanthus pavonis",112863787,,"noun.plant",20,"n","candelilla#1(candelilla%1:20:02::),Pedilanthus pavonis#1(pedilanthus_pavonis%1:20:00::),Pedilanthus bracteatus#1(pedilanthus_bracteatus%1:20:00::)","wax-coated Mexican shrub related to Euphorbia antisyphilitica","","candelilla,Pedilanthus pavonis,Pedilanthus bracteatus",1,16,"substance meronym",114722389,"noun.substance",27,"n","candelilla wax#1(candelilla_wax%1:27:00::)","a hard brown wax that occurs as a coating on candelilla shrubs","","candelilla wax"
"refractory",103382960,,"noun.artifact",6,"n","refractory#1(refractory%1:06:00::),furnace lining#1(furnace_lining%1:06:00::)","lining consisting of material with a high melting point; used to line the inside walls of a furnace","","refractory,furnace lining",1,16,"substance meronym",114744325,"noun.substance",27,"n","fireclay#1(fireclay%1:27:00::)","a heat-resistant clay","","fireclay"
"neoprene",114934000,,"noun.substance",27,"n","neoprene#1(neoprene%1:27:00::)","a synthetic rubber that is resistant to oils and aging; used in waterproof products","","neoprene",1,16,"substance meronym",114840848,"noun.substance",27,"n","chloroprene#1(chloroprene%1:27:00::)","derivative of butadiene used in making neoprene by polymerization","","chloroprene"
"cocoa",107685712,,"noun.food",13,"n","cocoa#2(cocoa%1:13:01::)","powder of ground roasted cacao beans with most of the fat removed","","cocoa",2,16,"substance meronym",107685517,"noun.food",13,"n","cocoa bean#1(cocoa_bean%1:13:00::),cacao bean#1(cacao_bean%1:13:00::)","seed of the cacao tree; ground roasted beans are source of chocolate","","cocoa bean,cacao bean"
"gastric acid",105337601,,"noun.body",8,"n","gastric juice#1(gastric_juice%1:08:00::),gastric acid#1(gastric_acid%1:08:00::)","digestive secretions of the stomach glands consisting chiefly of hydrochloric acid and mucin and the enzymes pepsin and rennin and lipase","","gastric juice,gastric acid",1,16,"substance meronym",114866389,"noun.substance",27,"n","lipase#1(lipase%1:27:00::)","an enzyme secreted in the digestive tract that catalyzes the breakdown of fats into individual fatty acids that can be absorbed into the bloodstream","","lipase"
"eucalyptus tree",112270114,,"noun.plant",20,"n","eucalypt#1(eucalypt%1:20:00::),eucalyptus tree#1(eucalyptus_tree%1:20:00::),eucalyptus#2(eucalyptus%1:20:00::)","a tree of the genus Eucalyptus","","eucalypt,eucalyptus tree,eucalyptus",1,16,"substance meronym",112270574,"noun.plant",20,"n","eucalyptus#1(eucalyptus%1:20:02::)","wood of any of various eucalyptus trees valued as timber","","eucalyptus"
"lime tree",112138159,,"noun.plant",20,"n","linden tree#1(linden_tree%1:20:00::),basswood#2(basswood%1:20:00::),lime tree#2(lime_tree%1:20:02::),linden#2(linden%1:20:00::),lime#5(lime%1:20:02::)","any of various deciduous trees of the genus Tilia with heart-shaped leaves and drooping cymose clusters of yellowish often fragrant flowers; several yield valuable timber","","linden tree,basswood,lime tree,linden,lime",2,16,"substance meronym",112138554,"noun.plant",20,"n","linden#1(linden%1:20:02::),basswood#1(basswood%1:20:02::)","soft light-colored wood of any of various linden trees; used in making crates and boxes and in carving and millwork","","linden,basswood"
"peppermint",107536794,,"noun.food",13,"n","peppermint candy#1(peppermint_candy%1:13:00::),peppermint#3(peppermint%1:13:01::)","a candy flavored with peppermint oil","","peppermint candy,peppermint",3,16,"substance meronym",107743120,"noun.food",13,"n","peppermint oil#1(peppermint_oil%1:13:00::)","oil from the peppermint plant used as flavoring","","peppermint oil"
"peppermint",112791571,,"noun.plant",20,"n","peppermint#1(peppermint%1:20:00::),Mentha piperita#1(mentha_piperita%1:20:00::)","herb with downy leaves and small purple or white flowers that yields a pungent oil used as a flavoring","","peppermint,Mentha piperita",1,16,"substance meronym",107743120,"noun.food",13,"n","peppermint oil#1(peppermint_oil%1:13:00::)","oil from the peppermint plant used as flavoring","","peppermint oil"
"argyrodite",114603843,,"noun.substance",27,"n","argyrodite#1(argyrodite%1:27:00::)","a rare steel-grey mineral consisting of silver and germanium and sulfur","","argyrodite",1,16,"substance meronym",114575178,"noun.substance",27,"n","atomic number 32#1(atomic_number_32%1:27:00::),Ge#1(ge%1:27:00::),germanium#1(germanium%1:27:00::)","a brittle grey crystalline element that is a semiconducting metalloid (resembling silicon) used in transistors; occurs in germanite and argyrodite","","atomic number 32,Ge,germanium"
"tea",107864169,5,"noun.food",13,"n","tea#1(tea%1:13:00::)","a beverage made by steeping tea leaves in water","iced tea is a cooling drink","tea",1,16,"substance meronym",107863736,"noun.food",13,"n","tea leaf#1(tea_leaf%1:13:00::),tea#5(tea%1:13:02::)","dried leaves of the tea shrub; used to make tea","the store shelves held many different kinds of tea|they threw the tea into Boston harbor","tea leaf,tea"
"goora nut",112132582,,"noun.plant",20,"n","Cola acuminata#1(cola_acuminata%1:20:00::),goora nut#1(goora_nut%1:20:00::),kola nut tree#1(kola_nut_tree%1:20:00::),kola#1(kola%1:20:00::),kola nut#2(kola_nut%1:20:00::)","tree bearing large brown nuts containing e.g. caffeine; source of cola extract","","Cola acuminata,goora nut,kola nut tree,kola,kola nut",1,16,"substance meronym",107705102,"noun.food",13,"n","cola extract#1(cola_extract%1:13:00::)","a flavoring extracted from the kola nut","","cola extract"
"granite",114819200,1,"noun.substance",27,"n","granite#1(granite%1:27:00::)","plutonic igneous rock having visibly crystalline texture; generally composed of feldspar and mica and quartz","","granite",1,16,"substance meronym",114591203,"noun.substance",27,"n","atomic number 14#1(atomic_number_14%1:27:00::),silicon#1(silicon%1:27:00::),Si#1(si%1:27:00::)","a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors","","atomic number 14,silicon,Si"
"tegument",105169742,,"noun.body",8,"n","cutis#1(cutis%1:08:00::),tegument#1(tegument%1:08:00::),skin#1(skin%1:08:00::)","a natural protective body covering and site of the sense of touch","your skin is the largest organ of your body","cutis,tegument,skin",1,16,"substance meronym",114689607,"noun.substance",27,"n","melanin#1(melanin%1:27:00::)","insoluble pigments that account for the color of e.g. skin and scales and feathers","","melanin"
