"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"brya ebenus",111684287,,"noun.plant",20,"n","Brya ebenus#1(brya_ebenus%1:20:00::),granadillo#1(granadillo%1:20:01::),granadilla tree#1(granadilla_tree%1:20:00::)","West Indian tree yielding a fine grade of green ebony","","Brya ebenus,granadillo,granadilla tree",1,16,"substance meronym",111684448,"noun.plant",20,"n","cocoswood#1(cocoswood%1:20:00::),cocuswood#1(cocuswood%1:20:00::),granadilla wood#2(granadilla_wood%1:20:01::)","wood of the granadilla tree used for making musical instruments especially clarinets","","cocoswood,cocuswood,granadilla wood"
"sylvanite",114991383,,"noun.substance",27,"n","sylvanite#1(sylvanite%1:27:00::),graphic tellurium#1(graphic_tellurium%1:27:00::)","a silver-white mineral consisting of silver gold telluride; a source of gold in Australia and America","","sylvanite,graphic tellurium",1,16,"substance meronym",114575460,"noun.substance",27,"n","atomic number 79#1(atomic_number_79%1:27:00::),Au#1(au%1:27:00::),gold#3(gold%1:27:00::)","a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia","","atomic number 79,Au,gold"
"gold leaf",103421575,1,"noun.artifact",6,"n","gold leaf#1(gold_leaf%1:06:00::)","a very thin form of gold foil","","gold leaf",1,16,"substance meronym",114575460,"noun.substance",27,"n","atomic number 79#1(atomic_number_79%1:27:00::),Au#1(au%1:27:00::),gold#3(gold%1:27:00::)","a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia","","atomic number 79,Au,gold"
"meat",107580110,4,"noun.food",13,"n","meat#1(meat%1:13:01::)","the flesh of animals (including fishes and birds and snails) used as food","","meat",1,16,"substance meronym",114900197,"noun.substance",27,"n","palmitic acid#1(palmitic_acid%1:27:00::),hexadecanoic acid#1(hexadecanoic_acid%1:27:00::)","a saturated fatty acid that is the major fat in meat and dairy products","","palmitic acid,hexadecanoic acid"
"mothball",103747197,,"noun.artifact",6,"n","mothball#1(mothball%1:06:00::),camphor ball#1(camphor_ball%1:06:00::)","a small sphere of camphor or naphthalene used to keep moths away from stored clothing","","mothball,camphor ball",1,16,"substance meronym",114885510,"noun.substance",27,"n","naphthalene#1(naphthalene%1:27:00::)","a white crystalline strong-smelling hydrocarbon made from coal tar or petroleum and used in organic synthesis and as a fumigant in mothballs","","naphthalene"
"coal tar",114840502,,"noun.substance",27,"n","coal tar#1(coal_tar%1:27:00::)","a tar formed from distillation of bituminous coal; coal tar can be further distilled to give various aromatic compounds","","coal tar",1,16,"substance meronym",114885510,"noun.substance",27,"n","naphthalene#1(naphthalene%1:27:00::)","a white crystalline strong-smelling hydrocarbon made from coal tar or petroleum and used in organic synthesis and as a fumigant in mothballs","","naphthalene"
"fertilizer",114789100,1,"noun.substance",27,"n","fertiliser#1(fertiliser%1:27:00::),plant food#1(plant_food%1:27:00::),fertilizer#1(fertilizer%1:27:00::)","any substance such as manure or a mixture of nitrates used to make soil more fertile","","fertiliser,plant food,fertilizer",1,16,"substance meronym",114790143,"noun.substance",27,"n","soda niter#1(soda_niter%1:27:00::),sodium nitrate#1(sodium_nitrate%1:27:00::)","(NaNO3) used especially as a fertilizer and explosive","","soda niter,sodium nitrate"
"olivine",114620736,,"noun.substance",27,"n","olivine#1(olivine%1:27:00::)","a mineral consisting of magnesium iron silicate; a source of magnesium","","olivine",1,16,"substance meronym",114580910,"noun.substance",27,"n","atomic number 12#1(atomic_number_12%1:27:00::),magnesium#1(magnesium%1:27:00::),Mg#2(mg%1:27:00::)","a light silver-white ductile bivalent metallic element; in pure form it burns with brilliant white flame; occurs naturally only in combination (as in magnesite and dolomite and carnallite and spinel and olivine)","","atomic number 12,magnesium,Mg"
"carnallite",114606057,,"noun.substance",27,"n","carnallite#1(carnallite%1:27:00::)","a white or reddish mineral consisting of hydrous chlorides of potassium and magnesium; used as a fertilizer and as a source of potassium and magnesium","","carnallite",1,16,"substance meronym",114580910,"noun.substance",27,"n","atomic number 12#1(atomic_number_12%1:27:00::),magnesium#1(magnesium%1:27:00::),Mg#2(mg%1:27:00::)","a light silver-white ductile bivalent metallic element; in pure form it burns with brilliant white flame; occurs naturally only in combination (as in magnesite and dolomite and carnallite and spinel and olivine)","","atomic number 12,magnesium,Mg"
"pepper",113085009,,"noun.plant",20,"n","black pepper#1(black_pepper%1:20:00::),common pepper#1(common_pepper%1:20:00::),white pepper#1(white_pepper%1:20:00::),pepper#1(pepper%1:20:01::),Piper nigrum#1(piper_nigrum%1:20:00::),Madagascar pepper#1(madagascar_pepper%1:20:00::)","climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam","","black pepper,common pepper,white pepper,pepper,Piper nigrum,Madagascar pepper",1,16,"substance meronym",114959210,"noun.substance",27,"n","piperine#1(piperine%1:27:00::),piperin#1(piperin%1:27:00::)","derived from pepper (especially black pepper); source of the hotness of black and white pepper","","piperine,piperin"
"baccy",104380004,,"noun.artifact",6,"n","tobacco#1(tobacco%1:06:00::),baccy#1(baccy%1:06:00::)","leaves of the tobacco plant dried and prepared for smoking or ingestion","","tobacco,baccy",1,16,"substance meronym",112843337,"noun.plant",20,"n","Nicotiana tabacum#1(nicotiana_tabacum%1:20:00::),common tobacco#1(common_tobacco%1:20:00::)","tall erect South American herb with large ovate leaves and terminal clusters of tubular white or pink flowers; cultivated for its leaves","","Nicotiana tabacum,common tobacco"
"alder",112219485,,"noun.plant",20,"n","alder tree#1(alder_tree%1:20:00::),alder#2(alder%1:20:00::)","north temperate shrubs or trees having toothed leaves and conelike fruit; bark is used in tanning and dyeing and the wood is rot-resistant","","alder tree,alder",2,16,"substance meronym",112219888,"noun.plant",20,"n","alder#1(alder%1:20:02::)","wood of any of various alder trees; resistant to underwater rot; used for bridges etc","","alder"
"oregon cedar",111570590,,"noun.plant",20,"n","Chamaecyparis lawsoniana#1(chamaecyparis_lawsoniana%1:20:00::),Lawson's cedar#1(lawson's_cedar%1:20:00::),Lawson's cypress#1(lawson's_cypress%1:20:00::),Oregon cedar#1(oregon_cedar%1:20:00::),Port Orford cedar#2(port_orford_cedar%1:20:00::)","large timber tree of western North America with trunk diameter to 12 feet and height to 200 feet","","Chamaecyparis lawsoniana,Lawson's cedar,Lawson's cypress,Oregon cedar,Port Orford cedar",1,16,"substance meronym",111570866,"noun.plant",20,"n","Port Orford cedar#1(port_orford_cedar%1:20:02::)","the wood of the Port Orford cedar tree","","Port Orford cedar"
"talcum",104326815,,"noun.artifact",6,"n","talcum powder#1(talcum_powder%1:06:00::),talcum#2(talcum%1:06:00::)","a toilet powder made of purified talc and usually scented; absorbs excess moisture","","talcum powder,talcum",2,16,"substance meronym",114992037,"noun.substance",27,"n","talcum#1(talcum%1:27:00::),talc#1(talc%1:27:00::)","a fine grained mineral having a soft soapy feel and consisting of hydrated magnesium silicate; used in a variety of products including talcum powder","","talcum,talc"
"tendon",105227882,3,"noun.body",8,"n","tendon#1(tendon%1:08:00::),sinew#1(sinew%1:08:00::)","a cord or band of inelastic tissue connecting a muscle with its bony attachment","","tendon,sinew",1,16,"substance meronym",105218719,"noun.body",8,"n","collagen#1(collagen%1:08:00::)","a fibrous scleroprotein in bone and cartilage and tendon and other connective tissue; yields gelatin on boiling","","collagen"
"bone",105201530,10,"noun.body",8,"n","bone#1(bone%1:08:00::),os#5(os%1:08:00::)","rigid connective tissue that makes up the skeleton of vertebrates","","bone,os",1,16,"substance meronym",105218719,"noun.body",8,"n","collagen#1(collagen%1:08:00::)","a fibrous scleroprotein in bone and cartilage and tendon and other connective tissue; yields gelatin on boiling","","collagen"
"fergusonite",114611637,,"noun.substance",27,"n","fergusonite#1(fergusonite%1:27:00::)","a dark mineral consisting of oxides of yttrium and erbium and tantalum and other minerals","","fergusonite",1,16,"substance meronym",114593328,"noun.substance",27,"n","atomic number 73#1(atomic_number_73%1:27:00::),Ta#1(ta%1:27:00::),tantalum#1(tantalum%1:27:00::)","a hard grey lustrous metallic element that is highly resistant to corrosion; occurs in niobite and fergusonite and tantalite","","atomic number 73,Ta,tantalum"
"kernite",114615892,,"noun.substance",27,"n","kernite#1(kernite%1:27:00::)","a light soft mineral consisting of hydrated sodium borate in crystalline form; an important source of boron","","kernite",1,16,"substance meronym",114568532,"noun.substance",27,"n","atomic number 5#1(atomic_number_5%1:27:00::),boron#1(boron%1:27:00::),B#3(b%1:27:00::)","a trivalent metalloid element; occurs both in a hard black crystal and in the form of a yellow or brown powder","","atomic number 5,boron,B"
"gas",114887036,,"noun.substance",27,"n","natural gas#1(natural_gas%1:27:00::),gas#6(gas%1:27:03::)","a fossil fuel in the gaseous state; used for cooking and heating homes","","natural gas,gas",6,16,"substance meronym",114878399,"noun.substance",27,"n","methane#1(methane%1:27:00::)","a colorless odorless gas used as a fuel","","methane"
"corrugated iron",103101662,1,"noun.artifact",6,"n","corrugated iron#1(corrugated_iron%1:06:00::)","usually galvanized sheet iron or sheet steel shaped into straight parallel ridges and hollows","","corrugated iron",1,16,"substance meronym",114806151,"noun.substance",27,"n","galvanized iron#1(galvanized_iron%1:27:00::)","iron that is coated with zinc to protect it from rust","","galvanized iron"
"vitamin d",115017341,,"noun.substance",27,"n","calciferol#1(calciferol%1:27:00::),cholecalciferol#1(cholecalciferol%1:27:00::),vitamin D#1(vitamin_d%1:27:00::),ergocalciferol#1(ergocalciferol%1:27:00::),viosterol#1(viosterol%1:27:00::),D#1(d%1:27:00::)","a fat-soluble vitamin that prevents rickets","","calciferol,cholecalciferol,vitamin D,ergocalciferol,viosterol,D",1,16,"substance meronym",114985092,"noun.substance",27,"n","ergosterol#1(ergosterol%1:27:00::)","a plant sterol that is converted into vitamin D by ultraviolet radiation","","ergosterol"
"calciferol",115017341,,"noun.substance",27,"n","calciferol#1(calciferol%1:27:00::),cholecalciferol#1(cholecalciferol%1:27:00::),vitamin D#1(vitamin_d%1:27:00::),ergocalciferol#1(ergocalciferol%1:27:00::),viosterol#1(viosterol%1:27:00::),D#1(d%1:27:00::)","a fat-soluble vitamin that prevents rickets","","calciferol,cholecalciferol,vitamin D,ergocalciferol,viosterol,D",1,16,"substance meronym",114985092,"noun.substance",27,"n","ergosterol#1(ergosterol%1:27:00::)","a plant sterol that is converted into vitamin D by ultraviolet radiation","","ergosterol"
"rna",114762407,,"noun.substance",27,"n","RNA#1(rna%1:27:00::),ribonucleic acid#1(ribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer of nucleotides found in the nucleus but mainly in the cytoplasm of a cell where it is associated with microsomes; it transmits genetic information from DNA to the cytoplasm and controls certain chemical processes in the cell","ribonucleic acid is the genetic material of some viruses","RNA,ribonucleic acid",1,16,"substance meronym",114632956,"noun.substance",27,"n","ribose#1(ribose%1:27:00::)","a pentose sugar important as a component of ribonucleic acid","","ribose"
"menhaden",102534568,,"noun.animal",5,"n","menhaden#1(menhaden%1:05:00::),Brevoortia tyrannis#1(brevoortia_tyrannis%1:05:00::)","shad-like North American marine fishes used for fish meal and oil and fertilizer","","menhaden,Brevoortia tyrannis",1,16,"substance meronym",114877299,"noun.substance",27,"n","menhaden oil#1(menhaden_oil%1:27:00::)","a fatty oil obtained from the menhaden fish and used in paint and ink and in treating leather","","menhaden oil"
"porphyry",114923224,,"noun.substance",27,"n","porphyry#1(porphyry%1:27:00::),porphyritic rock#1(porphyritic_rock%1:27:00::)","any igneous rock with crystals embedded in a finer groundmass of minerals","","porphyry,porphyritic rock",1,16,"substance meronym",114820592,"noun.substance",27,"n","groundmass#1(groundmass%1:27:00::)","(geology) the matrix of fine-grained crystalline material in which larger crystals are embedded","","groundmass"
"actomyosin",114665539,,"noun.substance",27,"n","actomyosin#1(actomyosin%1:27:00::)","a protein complex in muscle fibers; composed of myosin and actin; shortens when stimulated and causes muscle contractions","","actomyosin",1,16,"substance meronym",114667136,"noun.substance",27,"n","actin#1(actin%1:27:00::)","one of the proteins into which actomyosin can be split; can exist in either a globular or a fibrous form","","actin"
"whelk",101950141,,"noun.animal",5,"n","whelk#2(whelk%1:05:00::)","large carnivorous marine gastropods of coastal waters and intertidal regions having a strong snail-like shell","","whelk",2,16,"substance meronym",107713427,"noun.food",13,"n","whelk#1(whelk%1:13:00::)","large marine snail much used as food in Europe","","whelk"
"blood",105331320,61,"noun.body",8,"n","blood#1(blood%1:08:00::)","the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets","blood carries oxygen and nutrients to the tissues and carries away waste products|the ancients believed that blood was the seat of the emotions","blood",1,16,"substance meronym",105334622,"noun.body",8,"n","serum#1(serum%1:08:00::),blood serum#1(blood_serum%1:08:00::)","an amber, watery fluid, rich in proteins, that separates out when blood coagulates","","serum,blood serum"
"saltwater",114935470,1,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater",1,16,"substance meronym",114864927,"noun.substance",27,"n","calcium chloride#1(calcium_chloride%1:27:00::)","a deliquescent salt; used in de-icing and as a drying agent","","calcium chloride"
"sauvignon grape",113082080,,"noun.plant",20,"n","Sauvignon grape#1(sauvignon_grape%1:20:00::)","small blue-black grape of Medoc region of France highly prized in winemaking","","Sauvignon grape",1,16,"substance meronym",107824928,"noun.food",13,"n","Medoc#1(medoc%1:13:00::)","red Bordeaux wine from the Medoc district of southwestern France","","Medoc"
"gastric acid",105337601,,"noun.body",8,"n","gastric juice#1(gastric_juice%1:08:00::),gastric acid#1(gastric_acid%1:08:00::)","digestive secretions of the stomach glands consisting chiefly of hydrochloric acid and mucin and the enzymes pepsin and rennin and lipase","","gastric juice,gastric acid",1,16,"substance meronym",114905604,"noun.substance",27,"n","pepsin#1(pepsin%1:27:00::)","an enzyme produced in the stomach that splits proteins into peptones","","pepsin"
"rhodochrosite",114632660,,"noun.substance",27,"n","rhodochrosite#1(rhodochrosite%1:27:00::)","a mineral consisting of manganese carbonate; a source of manganese","","rhodochrosite",1,16,"substance meronym",114581315,"noun.substance",27,"n","atomic number 25#1(atomic_number_25%1:27:00::),manganese#1(manganese%1:27:00::),Mn#1(mn%1:27:00::)","a hard brittle grey polyvalent metallic element that resembles iron but is not magnetic; used in making steel; occurs in many minerals","","atomic number 25,manganese,Mn"
"candelilla",112856606,,"noun.plant",20,"n","Euphorbia antisyphilitica#1(euphorbia_antisyphilitica%1:20:00::),candelilla#2(candelilla%1:20:00::)","wax-coated shrub of northern Mexico and southwestern United States","","Euphorbia antisyphilitica,candelilla",2,16,"substance meronym",114722389,"noun.substance",27,"n","candelilla wax#1(candelilla_wax%1:27:00::)","a hard brown wax that occurs as a coating on candelilla shrubs","","candelilla wax"
"firebrick",103324353,,"noun.artifact",6,"n","firebrick#1(firebrick%1:06:00::)","brick made of fire clay; used for lining e.g. furnaces and chimneys","","firebrick",1,16,"substance meronym",114744325,"noun.substance",27,"n","fireclay#1(fireclay%1:27:00::)","a heat-resistant clay","","fireclay"
"cast iron",114732686,1,"noun.substance",27,"n","cast iron#1(cast_iron%1:27:00::)","an alloy of iron containing so much carbon that it is brittle and so cannot be wrought but must be shaped by casting","","cast iron",1,16,"substance meronym",114904739,"noun.substance",27,"n","pearlite#1(pearlite%1:27:00::)","a lamellar mixture of cementite and ferrite formed during the cooling of austenite; a constituent of steel and cast iron","","pearlite"
"sugar palm",112520196,,"noun.plant",20,"n","Arenga pinnata#1(arenga_pinnata%1:20:00::),sugar palm#1(sugar_palm%1:20:00::),gomuti palm#1(gomuti_palm%1:20:00::),gomuti#1(gomuti%1:20:00::)","Malaysian feather palm with base densely clothed with fibers; yields a sweet sap used in wine and trunk pith yields sago","","Arenga pinnata,sugar palm,gomuti palm,gomuti",1,16,"substance meronym",114988625,"noun.substance",27,"n","jaggary#1(jaggary%1:27:00::),jagghery#1(jagghery%1:27:00::),jaggery#1(jaggery%1:27:00::)","unrefined brown sugar made from palm sap","","jaggary,jagghery,jaggery"
"buna rubber",114934426,,"noun.substance",27,"n","buna rubber#1(buna_rubber%1:27:00::),buna#1(buna%1:27:00::)","made by polymerizing butadiene","","buna rubber,buna",1,16,"substance meronym",114840695,"noun.substance",27,"n","butadiene#1(butadiene%1:27:00::)","a gaseous hydrocarbon C4H6; used in making synthetic rubbers","","butadiene"
"basswood",112138159,,"noun.plant",20,"n","linden tree#1(linden_tree%1:20:00::),basswood#2(basswood%1:20:00::),lime tree#2(lime_tree%1:20:02::),linden#2(linden%1:20:00::),lime#5(lime%1:20:02::)","any of various deciduous trees of the genus Tilia with heart-shaped leaves and drooping cymose clusters of yellowish often fragrant flowers; several yield valuable timber","","linden tree,basswood,lime tree,linden,lime",2,16,"substance meronym",112138554,"noun.plant",20,"n","linden#1(linden%1:20:02::),basswood#1(basswood%1:20:02::)","soft light-colored wood of any of various linden trees; used in making crates and boxes and in carving and millwork","","linden,basswood"
"linden tree",112138159,,"noun.plant",20,"n","linden tree#1(linden_tree%1:20:00::),basswood#2(basswood%1:20:00::),lime tree#2(lime_tree%1:20:02::),linden#2(linden%1:20:00::),lime#5(lime%1:20:02::)","any of various deciduous trees of the genus Tilia with heart-shaped leaves and drooping cymose clusters of yellowish often fragrant flowers; several yield valuable timber","","linden tree,basswood,lime tree,linden,lime",1,16,"substance meronym",112138554,"noun.plant",20,"n","linden#1(linden%1:20:02::),basswood#1(basswood%1:20:02::)","soft light-colored wood of any of various linden trees; used in making crates and boxes and in carving and millwork","","linden,basswood"
"linden",112138159,,"noun.plant",20,"n","linden tree#1(linden_tree%1:20:00::),basswood#2(basswood%1:20:00::),lime tree#2(lime_tree%1:20:02::),linden#2(linden%1:20:00::),lime#5(lime%1:20:02::)","any of various deciduous trees of the genus Tilia with heart-shaped leaves and drooping cymose clusters of yellowish often fragrant flowers; several yield valuable timber","","linden tree,basswood,lime tree,linden,lime",2,16,"substance meronym",112138554,"noun.plant",20,"n","linden#1(linden%1:20:02::),basswood#1(basswood%1:20:02::)","soft light-colored wood of any of various linden trees; used in making crates and boxes and in carving and millwork","","linden,basswood"
"oil",114907454,,"noun.substance",27,"n","crude#1(crude%1:27:00::),crude oil#1(crude_oil%1:27:00::),rock oil#1(rock_oil%1:27:00::),petroleum#1(petroleum%1:27:00::),fossil oil#1(fossil_oil%1:27:00::),oil#3(oil%1:27:01::)","a dark oil consisting mainly of hydrocarbons","","crude,crude oil,rock oil,petroleum,fossil oil,oil",3,16,"substance meronym",114569867,"noun.substance",27,"n","atomic number 6#1(atomic_number_6%1:27:00::),carbon#1(carbon%1:27:00::),C#6(c%1:27:00::)","an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds","","atomic number 6,carbon,C"
"bloody mary",107844288,,"noun.food",13,"n","Bloody Mary#2(bloody_mary%1:13:00::)","a cocktail made with vodka and spicy tomato juice","","Bloody Mary",2,16,"substance meronym",107837006,"noun.food",13,"n","vodka#1(vodka%1:13:00::)","unaged colorless liquor originating in Russia","","vodka"
"chestnut",112197776,,"noun.plant",20,"n","chestnut tree#1(chestnut_tree%1:20:00::),chestnut#2(chestnut%1:20:00::)","any of several attractive deciduous trees yellow-brown in autumn; yield a hard wood and edible nuts in a prickly bur","","chestnut tree,chestnut",2,16,"substance meronym",112198128,"noun.plant",20,"n","chestnut#1(chestnut%1:20:02::)","wood of any of various chestnut trees of the genus Castanea","","chestnut"
"peppermint candy",107536794,,"noun.food",13,"n","peppermint candy#1(peppermint_candy%1:13:00::),peppermint#3(peppermint%1:13:01::)","a candy flavored with peppermint oil","","peppermint candy,peppermint",1,16,"substance meronym",107743120,"noun.food",13,"n","peppermint oil#1(peppermint_oil%1:13:00::)","oil from the peppermint plant used as flavoring","","peppermint oil"
"antimatter",114521625,,"noun.substance",27,"n","antimatter#1(antimatter%1:27:00::)","matter consisting of elementary particles that are the antiparticles of those making up normal substances","","antimatter",1,16,"substance meronym",109137428,"noun.object",17,"n","antiparticle#1(antiparticle%1:17:00::)","a particle that has the same mass as another particle but has opposite values for its other properties; interaction of a particle and its antiparticle results in annihilation and the production of radiant energy","","antiparticle"
"acacia catechu",111692365,,"noun.plant",20,"n","Acacia catechu#1(acacia_catechu%1:20:00::),catechu#2(catechu%1:20:01::),Jerusalem thorn#4(jerusalem_thorn%1:20:04::)","East Indian spiny tree having twice-pinnate leaves and yellow flowers followed by flat pods; source of black catechu","","Acacia catechu,catechu,Jerusalem thorn",1,16,"substance meronym",111692608,"noun.plant",20,"n","black catechu#1(black_catechu%1:20:00::),catechu#1(catechu%1:20:02::)","extract of the heartwood of Acacia catechu used for dyeing and tanning and preserving fishnets and sails; formerly used medicinally","","black catechu,catechu"
"sandarac",111578179,,"noun.plant",20,"n","Callitris quadrivalvis#1(callitris_quadrivalvis%1:20:00::),Tetraclinis articulata#1(tetraclinis_articulata%1:20:00::),sandarac tree#1(sandarac_tree%1:20:00::),sandarac#3(sandarac%1:20:01::)","large coniferous evergreen tree of North Africa and Spain having flattened branches and scalelike leaves yielding a hard fragrant wood; bark yields a resin used in varnishes","","Callitris quadrivalvis,Tetraclinis articulata,sandarac tree,sandarac",3,16,"substance meronym",111578511,"noun.plant",20,"n","sandarach#1(sandarach%1:20:00::),sandarac#2(sandarac%1:20:00::)","a brittle and faintly aromatic translucent resin used in varnishes","","sandarach,sandarac"
"clay",114743682,11,"noun.substance",27,"n","clay#1(clay%1:27:00::)","a very fine-grained soil that is plastic when moist but hard when fired","","clay",1,16,"substance meronym",114591203,"noun.substance",27,"n","atomic number 14#1(atomic_number_14%1:27:00::),silicon#1(silicon%1:27:00::),Si#1(si%1:27:00::)","a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors","","atomic number 14,silicon,Si"
"felspar",114794231,,"noun.substance",27,"n","felspar#1(felspar%1:27:00::),feldspar#1(feldspar%1:27:00::)","any of a group of hard crystalline minerals that consist of aluminum silicates of potassium or sodium or calcium or barium","","felspar,feldspar",1,16,"substance meronym",114591203,"noun.substance",27,"n","atomic number 14#1(atomic_number_14%1:27:00::),silicon#1(silicon%1:27:00::),Si#1(si%1:27:00::)","a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors","","atomic number 14,silicon,Si"
"quartz",114630358,,"noun.substance",27,"n","quartz#2(quartz%1:27:00::)","a hard glossy mineral consisting of silicon dioxide in crystal form; present in most rocks (especially sandstone and granite); yellow sand is quartz with iron oxide impurities","","quartz",2,16,"substance meronym",114591203,"noun.substance",27,"n","atomic number 14#1(atomic_number_14%1:27:00::),silicon#1(silicon%1:27:00::),Si#1(si%1:27:00::)","a tetravalent nonmetallic element; next to oxygen it is the most abundant element in the earth's crust; occurs in clay and feldspar and granite and quartz and sand; used as a semiconductor in transistors","","atomic number 14,silicon,Si"
"cutis",105169742,,"noun.body",8,"n","cutis#1(cutis%1:08:00::),tegument#1(tegument%1:08:00::),skin#1(skin%1:08:00::)","a natural protective body covering and site of the sense of touch","your skin is the largest organ of your body","cutis,tegument,skin",1,16,"substance meronym",114689607,"noun.substance",27,"n","melanin#1(melanin%1:27:00::)","insoluble pigments that account for the color of e.g. skin and scales and feathers","","melanin"
"snowflake",111444190,,"noun.phenomenon",19,"n","snowflake#1(snowflake%1:19:00::),flake#1(flake%1:19:00::)","a crystal of snow","","snowflake,flake",1,16,"substance meronym",114775518,"noun.substance",27,"n","water#1(water%1:27:00::),H2O#1(h2o%1:27:00::)","binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid; freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade; widely used as a solvent","","water,H2O"
"spanish cedar tree",112632633,,"noun.plant",20,"n","Cedrela odorata#1(cedrela_odorata%1:20:00::),Spanish cedar tree#1(spanish_cedar_tree%1:20:00::),Spanish cedar#1(spanish_cedar%1:20:00::)","tropical American tree yielding fragrant wood used especially for boxes","","Cedrela odorata,Spanish cedar tree,Spanish cedar",1,16,"substance meronym",112636191,"noun.plant",20,"n","cigar-box cedar#1(cigar-box_cedar%1:20:00::)","fragrant wood much used for cigar boxes","","cigar-box cedar"
"metal",114525859,,"noun.substance",27,"n","alloy#1(alloy%1:27:00::),metal#2(metal%1:27:01::)","a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten","brass is an alloy of zinc and copper","alloy,metal",2,16,"substance meronym",114977614,"noun.substance",27,"n","solid solution#1(solid_solution%1:27:00::),primary solid solution#1(primary_solid_solution%1:27:00::)","a homogeneous solid that can exist over a range of component chemicals; a constituent of alloys that is formed when atoms of an element are incorporated into the crystals of a metal","","solid solution,primary solid solution"
"greenland spar",114609775,,"noun.substance",27,"n","Greenland spar#1(greenland_spar%1:27:00::),cryolite#1(cryolite%1:27:00::)","a white mineral consisting of fluorides of aluminum and sodium; a source of fluorine","","Greenland spar,cryolite",1,16,"substance meronym",114574168,"noun.substance",27,"n","atomic number 9#1(atomic_number_9%1:27:00::),fluorine#1(fluorine%1:27:00::),F#2(f%1:27:00::)","a nonmetallic univalent element belonging to the halogens; usually a yellow irritating toxic flammable gas; a powerful oxidizing agent; recovered from fluorite or cryolite or fluorapatite","","atomic number 9,fluorine,F"
"gin and it",107847078,,"noun.food",13,"n","gin and it#1(gin_and_it%1:13:00::)","a cocktail made of gin and sweet vermouth","","gin and it",1,16,"substance meronym",107835290,"noun.food",13,"n","gin#1(gin%1:13:00::)","strong liquor flavored with juniper berries","","gin"
"fir",111555830,,"noun.plant",20,"n","fir tree#1(fir_tree%1:20:00::),true fir#1(true_fir%1:20:00::),fir#2(fir%1:20:00::)","any of various evergreen trees of the genus Abies; chiefly of upland areas","","fir tree,true fir,fir",2,16,"substance meronym",111556069,"noun.plant",20,"n","fir#1(fir%1:20:02::)","nonresinous wood of a fir tree","","fir"
"mandioc",112862169,,"noun.plant",20,"n","bitter cassava#1(bitter_cassava%1:20:00::),gari#1(gari%1:20:00::),mandioc#1(mandioc%1:20:00::),tapioca plant#1(tapioca_plant%1:20:00::),Manihot esculenta#1(manihot_esculenta%1:20:00::),Manihot utilissima#1(manihot_utilissima%1:20:00::),mandioca#1(mandioca%1:20:00::),manioc#3(manioc%1:20:00::)","cassava with long tuberous edible roots and soft brittle stems; used especially to make cassiri (an intoxicating drink) and tapioca","","bitter cassava,gari,mandioc,tapioca plant,Manihot esculenta,Manihot utilissima,mandioca,manioc",1,16,"substance meronym",107863218,"noun.food",13,"n","cassiri#1(cassiri%1:13:00::)","a drink resembling beer; made from fermented cassava juice","","cassiri"
"vanadinite",115012053,,"noun.substance",27,"n","vanadinite#1(vanadinite%1:27:00::)","a mineral consisting of chloride and vanadate of lead; a source of vanadium","","vanadinite",1,16,"substance meronym",114597682,"noun.substance",27,"n","atomic number 23#1(atomic_number_23%1:27:00::),vanadium#1(vanadium%1:27:00::),V#2(v%1:27:00::)","a soft silvery white toxic metallic element used in steel alloys; it occurs in several complex minerals including carnotite and vanadinite","","atomic number 23,vanadium,V"
"mead",107821380,,"noun.food",13,"n","mead#3(mead%1:13:00::)","made of fermented honey and water","","mead",3,16,"substance meronym",107821600,"noun.food",13,"n","hydromel#1(hydromel%1:13:00::)","honey diluted in water; becomes mead when fermented","","hydromel"
