"MORPHID","LEMMA","POS","MORPH"
2399,"lumpy","a","lumpiest"
2398,"lumpy","a","lumpier"
2400,"lungfish","n","lungfishes"
2401,"lunula","n","lunulae"
2402,"lure","n","lures"
2405,"lustre","n","lustra"
2541,"milcher","a","milcher"
2543,"milieu","n","milieux"
2542,"milium","n","milia"
2544,"milker","a","milker"
2546,"milky","a","milkiest"
2545,"milky","a","milkier"
2547,"millennium","n","millennia"
2549,"mimic","v","mimicking"
2548,"mimic","v","mimicked"
2550,"mina","n","minae"
2718,"nidus","n","nidi"
2720,"nifty","a","niftiest"
2719,"nifty","a","niftier"
2721,"nilgai","n","nilgai"
2722,"nimbus","n","nimbi"
2726,"nip","v","nipping"
2723,"nip","v","nipped"
2725,"nippy","a","nippiest"
2724,"nippy","a","nippier"
2727,"nitrify","v","nitrified"
2898,"pacify","v","pacified"
2900,"pad","v","padding"
2899,"pad","v","padded"
2901,"paddlefish","n","paddlefishes"
2903,"paisa","n","paise"
2910,"pal","v","palling"
2906,"pal","v","palled"
2404,"lusty","a","lustiest"
2403,"lusty","a","lustier"
2407,"lying-in","n","lyings-in"
2408,"lymphangitis","n","lymphangitides"
2409,"lymphoma","n","lymphomata"
2410,"lymphopoiesis","n","lymphopoieses"
2411,"lysis","n","lyses"
2412,"maar","n","maare"
2552,"mingy","a","mingiest"
2551,"mingy","a","mingier"
2553,"minify","v","minified"
2554,"minimum","n","minima"
2555,"minter","a","minter"
2556,"minutia","n","minutiae"
2557,"minyan","n","minyanim"
2558,"miosis","n","mioses"
2560,"mirky","a","mirkiest"
2559,"mirky","a","mirkier"
2561,"misapply","v","misapplied"
2562,"miscarry","v","miscarried"
2563,"misdeal","v","misdealt"
2564,"miser","a","miser"
2566,"misfit","v","misfitting"
2565,"misfit","v","misfitted"
2568,"misgive","v","misgiven"
2567,"misgive","v","misgave"
2731,"no","n","noes"
2728,"noctiluca","n","noctilucae"
2730,"nod","v","nodding"
2729,"nod","v","nodded"
2733,"noisy","a","noisiest"
2732,"noisy","a","noisier"
2904,"palestra","n","palestrae"
2905,"palingenesis","n","palingeneses"
2907,"pallium","n","pallia"
2909,"pally","a","palliest"
2908,"pally","a","pallier"
2911,"palmetto","n","palmettoes"
2913,"palmy","a","palmiest"
2912,"palmy","a","palmier"
2914,"palsy","v","palsied"
2916,"paltry","a","paltriest"
2915,"paltry","a","paltrier"
2922,"pan","v","panning"
2921,"pan","v","panned"
2918,"panel","v","panelling"
2917,"panel","v","panelled"
2413,"macaroni","n","macaronies"
2414,"macrosporangium","n","macrosporangia"
2415,"macula","n","maculae"
2419,"mad","v","madding"
2418,"mad","a","maddest"
2417,"mad","a","madder"
2416,"mad","v","madded"
2513,"madame","n","mesdames"
2514,"mademoiselle","n","mesdemoiselles"
2421,"madrono","n","madornos"
2422,"maestro","n","maestri"
2423,"mafioso","n","mafiosi"
2569,"mishna","n","mishnayoth"
2569,"mishnah","n","mishnayoth"
2570,"mislay","v","mislaid"
2571,"mislead","v","misled"
2572,"misspell","v","misspelt"
2573,"misspend","v","misspent"
2577,"mistake","v","mistook"
2574,"mistake","v","mistaken"
2576,"misty","a","mistiest"
2575,"misty","a","mistier"
2578,"misunderstand","v","misunderstood"
2579,"mitochondrion","n","mitochondria"
2580,"mitzvah","n","mitzvoth"
2582,"mob","v","mobbing"
2581,"mob","v","mobbed"
2583,"mocker","a","mocker"
2586,"model","v","modelling"
2585,"model","v","modelled"
2584,"modeler","a","modeler"
2736,"nonplus","v","nonplussing"
2735,"nonplus","v","nonplusses"
2734,"nonplus","v","nonplussed"
2920,"panic","v","panicking"
2919,"panic","v","panicked"
2923,"paparazzo","n","paparazzi"
2924,"paperknife","n","paperknives"
2925,"papilla","n","papillae"
2926,"papilloma","n","papillomata"
2927,"pappus","n","pappi"
2928,"papyrus","n","papyri"
2929,"paraleipsis","n","paraleipses"
2929,"paralipsis","n","paraleipses"
2931,"parallel","v","parallelling"
2930,"parallel","v","parallelled"
2425,"magma","n","magmata"
2426,"magnifico","n","magnificoes"
2427,"magnify","v","magnified"
2424,"magus","n","magi"
2428,"mainer","a","mainer"
2430,"major axis","n","major-axes"
2429,"major axis","n","major axes"
2587,"modest","a","modest"
2588,"modify","v","modified"
2589,"modiolus","n","modioli"
2590,"modulus","n","moduli"
2592,"moldy","a","moldiest"
2591,"moldy","a","moldier"
2593,"mollify","v","mollified"
2596,"moment of truth","n","moments of truth"
2595,"momentum","n","momenta"
2597,"momus","n","momi"
2598,"monad","n","monades"
2598,"monas","n","monades"
2737,"norther","a","norther"
2738,"northerner","a","northerner"
2740,"nosy","a","nosiest"
2739,"nosy","a","nosier"
2932,"paralysis","n","paralyses"
2933,"paramecium","n","paramecia"
2934,"paraphysis","n","paraphyses"
2935,"parapodium","n","parapodia"
2936,"parapraxis","n","parapraxes"
2937,"parazoan","n","parazoa"
2939,"parcel","v","parcelling"
2938,"parcel","v","parcelled"
2940,"parenthesis","n","parentheses"
2941,"parhelion","n","parhelia"
2942,"paries","n","parietes"
2944,"parky","a","parkiest"
2943,"parky","a","parkier"
2945,"parody","v","parodied"
2420,"make","v","made"
2432,"maligner","a","maligner"
2433,"malleus","n","mallei"
2599,"monkfish","n","monkfishes"
2517,"monsieur","n","messieurs"
2600,"monsignor","n","monsignori"
2602,"moody","a","moodiest"
2601,"moody","a","moodier"
2603,"moonfish","n","moonfishes"
2741,"notify","v","notified"
2742,"noumenon","n","noumena"
2743,"nova","n","novae"
2744,"novella","n","novelle"
2745,"novena","n","novenae"
2746,"nucellus","n","nucelli"
2747,"nucha","n","nuchae"
2749,"nucleolus","n","nucleoli"
2748,"nucleus","n","nuclei"
2750,"nullify","v","nullified"
2751,"nullipara","n","nulliparae"
2752,"number","a","number"
2753,"numbfish","n","numbfishes"
2754,"numen","n","numina"
4727,"wavy","a","waviest"
4726,"wavy","a","wavier"
4729,"waxy","a","waxiest"
4728,"waxy","a","waxier"
4730,"waylay","v","waylaid"
4731,"weakfish","n","weakfishes"
4733,"weakly","a","weakliest"
4732,"weakly","a","weaklier"
4735,"wealthy","a","wealthiest"
4734,"wealthy","a","wealthier"
4850,"wear","v","worn"
4845,"wear","v","wore"
4738,"weary","a","weariest"
4737,"weary","a","wearier"
4736,"weary","v","wearied"
4740,"weatherstrip","v","weatherstripping"
4739,"weatherstrip","v","weatherstripped"
4860,"weave","v","woven"
4859,"weave","v","wove"
4744,"web","v","webbing"
4741,"web","v","webbed"
4743,"webby","a","webbiest"
4742,"webby","a","webbier"
4746,"wed","v","wedding"
4745,"wed","v","wedded"
4747,"weed","v","weed"
4749,"weedy","a","weediest"
4748,"weedy","a","weedier"
4753,"weensy","a","weensiest"
4752,"weensy","a","weensier"
4751,"weeny","a","weeniest"
4750,"weeny","a","weenier"
4761,"weep","v","wept"
4755,"weepy","a","weepiest"
4754,"weepy","a","weepier"
4757,"weighty","a","weightiest"
4756,"weighty","a","weightier"
317,"well","r","better"
317,"well","a","better"
308,"well","r","best"
4758,"welsher","a","welsher"
4763,"werewolf","n","werewolves"
4767,"wet","v","wetting"
4766,"wet","a","wettest"
4765,"wet","a","wetter"
4764,"wet","v","wetted"
4769,"whacky","a","whackiest"
4768,"whacky","a","whackier"
4771,"wham","v","whamming"
4770,"wham","v","whammed"
4773,"whap","v","whapping"
4772,"whap","v","whapped"
4774,"wharf","n","wharves"
4776,"whet","v","whetting"
4775,"whet","v","whetted"
4778,"whimsy","a","whimsiest"
4777,"whimsy","a","whimsier"
4779,"whinny","v","whinnied"
4782,"whip","v","whipping"
4780,"whip","v","whipped"
4781,"whipper-in","n","whippers-in"
4783,"whipsaw","v","whipsawn"
4785,"whir","v","whirring"
4784,"whir","v","whirred"
4786,"whitefish","n","whitefishes"
4789,"whiz","v","whizzing"
4788,"whiz","v","whizzes"
4787,"whiz","v","whizzed"
4790,"wholesaler","a","wholesaler"
4792,"whop","v","whopping"
4791,"whop","v","whopped"
4794,"wieldy","a","wieldiest"
4793,"wieldy","a","wieldier"
4824,"wife","n","wives"
4796,"wig","v","wigging"
4795,"wig","v","wigged"
4798,"wigwag","v","wigwagging"
4797,"wigwag","v","wigwagged"
4800,"wildcat","v","wildcatting"
4799,"wildcat","v","wildcatted"
4802,"wily","a","wiliest"
4801,"wily","a","wilier"
4829,"win","v","won"
4809,"win","v","winning"
4858,"wind","v","wound"
4806,"window-shop","v","window-shopping"
4805,"window-shop","v","window-shopped"
4804,"windy","a","windiest"
4803,"windy","a","windier"
4811,"wintery","a","winteriest"
4810,"wintery","a","winterier"
4813,"wintry","a","wintriest"
4812,"wintry","a","wintrier"
4808,"winy","a","winiest"
4807,"winy","a","winier"
4815,"wiry","a","wiriest"
4814,"wiry","a","wirier"
4817,"wispy","a","wispiest"
4816,"wispy","a","wispier"
4819,"withdraw","v","withdrew"
4818,"withdraw","v","withdrawn"
4820,"withhold","v","withheld"
4821,"withstand","v","withstood"
4823,"witty","a","wittiest"
4822,"witty","a","wittier"
4828,"wolf","n","wolves"
4827,"wolffish","n","wolffishes"
4833,"won","v","wonning"
4832,"won","v","wonned"
4831,"wonky","a","wonkiest"
4830,"wonky","a","wonkier"
4836,"woodlouse","n","woodlice"
4838,"woodsy","a","woodsiest"
4837,"woodsy","a","woodsier"
4835,"woody","a","woodiest"
4834,"woody","a","woodier"
4840,"woolly","a","woolliest"
4839,"woolly","a","woollier"
4842,"woozy","a","wooziest"
4841,"woozy","a","woozier"
4844,"wordy","a","wordiest"
4843,"wordy","a","wordier"
4869,"work","v","wrought"
4847,"worldly","a","worldliest"
4846,"worldly","a","worldlier"
4849,"wormy","a","wormiest"
4848,"wormy","a","wormier"
4851,"worry","v","worried"
4854,"worship","v","worshipping"
4853,"worship","v","worshipped"
4857,"worthy","a","worthiest"
4856,"worthy","a","worthier"
4862,"wrap","v","wrapping"
4861,"wrap","v","wrapped"
4863,"wreckfish","n","wreckfishes"
4870,"wring","v","wrung"
4868,"write","v","wrote"
4867,"write","v","written"
4872,"wry","a","wryest"
4871,"wry","a","wryer"
4866,"wry","a","wriest"
4865,"wry","a","wrier"
4864,"wry","v","wried"
4670,"ventriculus","n","ventriculi"
4671,"verbify","v","verbified"
4672,"verify","v","verified"
4673,"vermis","n","vermes"
4674,"verruca","n","verrucae"
4675,"versify","v","versified"
4676,"vertebra","n","vertebrae"
4677,"vertex","n","vertices"
4679,"vertigo","n","vertigoes"
4678,"vertigo","n","vertigines"
4874,"yak","v","yakking"
4873,"yak","v","yakked"
4876,"yap","v","yapping"
4875,"yap","v","yapped"
4680,"vesica","n","vesicae"
4681,"vest","a","vest"
4684,"vet","v","vetting"
4683,"vet","v","vetted"
4682,"veto","n","vetoes"
4685,"vibrissa","n","vibrissae"
4687,"victual","v","victualling"
4686,"victual","v","victualled"
4705,"vie","v","vying"
4878,"yeasty","a","yeastiest"
4877,"yeasty","a","yeastier"
4880,"yen","v","yenning"
4879,"yen","v","yenned"
4882,"yeshiva","n","yeshivoth"
4881,"yeshiva","n","yeshivahs"
4884,"yodel","v","yodelling"
4883,"yodel","v","yodelled"
4885,"yogi","n","yogin"
4887,"young","a","youngest"
4886,"young","a","younger"
4688,"vilify","v","vilified"
4689,"villus","n","villi"
4690,"virago","n","viragoes"
4691,"virtuoso","n","virtuosi"
4889,"yummy","a","yummiest"
4888,"yummy","a","yummier"
4891,"zany","a","zaniest"
4890,"zany","a","zanier"
4893,"zap","v","zapping"
4892,"zap","v","zapped"
4894,"zero","n","zeroes"
4896,"zigzag","v","zigzagging"
4895,"zigzag","v","zigzagged"
4900,"zip","v","zipping"
4897,"zip","v","zipped"
4899,"zippy","a","zippiest"
4898,"zippy","a","zippier"
4692,"vitellus","n","vitelli"
4693,"vitrify","v","vitrified"
4695,"vitriol","v","vitriolling"
4694,"vitriol","v","vitriolled"
4696,"vivarium","n","vivaria"
4697,"vivify","v","vivified"
4699,"volcano","n","volcanoes"
4901,"zoonosis","n","zoonoses"
4700,"volta","n","volte"
4701,"volva","n","volvae"
4703,"vortex","n","vortices"
4702,"vorticella","n","vorticellae"
4698,"vox","n","voces"
4704,"vulva","n","vulvae"
4707,"wacky","a","wackiest"
4706,"wacky","a","wackier"
4709,"wad","v","wadding"
4708,"wad","v","wadded"
4711,"wag","v","wagging"
4710,"wag","v","wagged"
4712,"wagon-lit","n","wagons-lits"
4713,"wahabi","n","wahhabis"
4713,"wahhabi","n","wahhabis"
4826,"wake","v","woken"
4825,"wake","v","woke"
4717,"wan","v","wanning"
4716,"wan","a","wannest"
4715,"wan","a","wanner"
4714,"wan","v","wanned"
4721,"war","v","warring"
4720,"war","v","warred"
4719,"wary","a","wariest"
4718,"wary","a","warier"
4724,"washy","a","washiest"
4723,"washy","a","washier"
4725,"waster","a","waster"
4391,"thrombus","n","thrombi"
4394,"throw","v","thrown"
4382,"throw","v","threw"
4396,"throw out","v","throws out"
4395,"throw out","v","thrown out"
4393,"throw out","v","throwing out"
4383,"throw out","v","threw out"
4398,"thrum","v","thrumming"
4397,"thrum","v","thrummed"
4400,"thud","v","thudding"
4399,"thud","v","thudded"
4401,"thymus","n","thymi"
4362,"thyrse","n","therses"
4402,"thyrsus","n","thyrsi"
4403,"tibia","n","tibiae"
4406,"tidy","a","tidiest"
4405,"tidy","a","tidier"
4404,"tidy","v","tidied"
4555,"tie","v","tying"
4604,"unfit","v","unfitting"
4603,"unfit","v","unfitted"
4608,"unfreeze","v","unfrozen"
4607,"unfreeze","v","unfroze"
4606,"unfriendly","a","unfriendliest"
4605,"unfriendly","a","unfriendlier"
4610,"ungainly","a","ungainliest"
4609,"ungainly","a","ungainlier"
4612,"ungodly","a","ungodliest"
4611,"ungodly","a","ungodlier"
4614,"unhappy","a","unhappiest"
4613,"unhappy","a","unhappier"
4616,"unhealthy","a","unhealthiest"
4615,"unhealthy","a","unhealthier"
4618,"unholy","a","unholiest"
4617,"unholy","a","unholier"
4619,"unify","v","unified"
3921,"soggy","a","soggiest"
3920,"soggy","a","soggier"
3925,"sol","n","soles"
3922,"solarium","n","solaria"
3924,"solder","a","solder"
3925,"sole","n","soles"
3926,"solfeggio","n","solfeggi"
3929,"solidify","v","solidified"
3928,"solidus","n","solidi"
3927,"solo","n","soli"
3930,"soma","n","somata"
4194,"subphylum","n","subphyla"
4195,"substratum","n","substrasta"
4197,"subtotal","v","subtotalling"
4196,"subtotal","v","subtotalled"
4198,"succedaneum","n","succedanea"
4199,"succubus","n","succubi"
4200,"suckerfish","n","suckerfishes"
4201,"sudatorium","n","sudatoria"
4407,"tilefish","n","tilefishes"
4409,"timely","a","timeliest"
4408,"timely","a","timelier"
4415,"tin","v","tinning"
4412,"tin","v","tinned"
4414,"tinny","a","tinniest"
4413,"tinny","a","tinnier"
4417,"tinsel","v","tinselling"
4416,"tinsel","v","tinselled"
4411,"tiny","a","tiniest"
4410,"tiny","a","tinier"
4419,"tip","v","tipping"
4418,"tip","v","tipped"
4421,"tipsy","a","tipsiest"
4420,"tipsy","a","tipsier"
4561,"tiro","n","tyros"
4620,"unlearn","v","unlearnt"
3931,"son-in-law","n","sons-in-law"
3933,"sonsy","a","sonsiest"
3932,"sonsy","a","sonsier"
3935,"sooty","a","sootiest"
3934,"sooty","a","sootier"
3939,"sop","v","sopping"
3936,"sop","v","sopped"
3938,"soppy","a","soppiest"
3937,"soppy","a","soppier"
3940,"soprano","n","soprani"
3941,"sordino","n","sordini"
3944,"sorry","a","sorriest"
3943,"sorry","a","sorrier"
3942,"sorus","n","sori"
3947,"soupy","a","soupiest"
3946,"soupy","a","soupier"
4202,"sulcus","n","sulci"
4204,"sulky","a","sulkiest"
4203,"sulky","a","sulkier"
4205,"sully","v","sullied"
4207,"sultry","a","sultriest"
4206,"sultry","a","sultrier"
4209,"sum","v","summing"
4208,"sum","v","summed"
4217,"sun","v","sunning"
4214,"sun","v","sunned"
4210,"sunfish","n","sunfishes"
4216,"sunny","a","sunniest"
4215,"sunny","a","sunnier"
4422,"titmouse","n","titmice"
4424,"tittup","v","tittupping"
4423,"tittup","v","tittupped"
4425,"toadfish","n","toadfishes"
4426,"toady","v","toadied"
4427,"tobacco","n","tobaccoes"
4429,"tog","v","togging"
4428,"tog","v","togged"
4621,"unmake","v","unmade"
4623,"unman","v","unmanning"
4622,"unman","v","unmanned"
4625,"unpin","v","unpinning"
4624,"unpin","v","unpinned"
4627,"unplug","v","unplugging"
4626,"unplug","v","unplugged"
4629,"unravel","v","unravelling"
4628,"unravel","v","unravelled"
3948,"souther","a","souther"
3949,"southerner","a","southerner"
3950,"sow","v","sown"
3951,"spadefish","n","spadefishes"
3952,"spadix","n","spadices"
3954,"span","v","spanning"
3953,"span","v","spanned"
4222,"sup","v","supping"
4221,"sup","v","supped"
4218,"supercargo","n","supercargoes"
4219,"supernova","n","supernovae"
4220,"superstratum","n","superstrata"
4223,"supply","v","supplied"
4431,"tomato","n","tomatoes"
4432,"tomentum","n","tomenta"
4335,"tooth","n","teeth"
4436,"toothy","a","toothiest"
4435,"toothy","a","toothier"
4441,"top","v","topping"
4440,"top","v","topped"
4437,"toper","a","toper"
4438,"tophus","n","tophi"
4439,"topos","n","topoi"
4445,"tornado","n","tornadoes"
4446,"torpedo","n","torpedoes"
4447,"torso","n","torsi"
4631,"unruly","a","unruliest"
4630,"unruly","a","unrulier"
4632,"unsay","v","unsaid"
4633,"unsteady","v","unsteadied"
3956,"spar","v","sparring"
3955,"spar","v","sparred"
3959,"spat","v","spatting"
3958,"spat","v","spatted"
4001,"speak","v","spoken"
4000,"speak","v","spoke"
3960,"spearfish","n","spearfishes"
3961,"specify","v","specified"
3962,"spectrum","n","spectra"
3963,"speculum","n","specula"
3965,"speechify","v","speechified"
3964,"speed","v","sped"
4224,"surgeonfish","n","surgeonfishes"
4226,"surly","a","surliest"
4225,"surly","a","surlier"
4228,"swab","v","swabbing"
4227,"swab","v","swabbed"
4231,"swag","v","swagging"
4229,"swag","v","swagged"
4230,"swagger","a","swagger"
4233,"swami","n","swamies"
4443,"torus","n","tori"
4451,"tot","v","totting"
4450,"tot","v","totted"
4449,"total","v","totalling"
4448,"total","v","totalled"
4453,"touchy","a","touchiest"
4452,"touchy","a","touchier"
4454,"touraco","n","touracos"
4456,"towel","v","towelling"
4455,"towel","v","towelled"
4457,"trabecula","n","trabeculae"
4458,"trachea","n","tracheae"
4648,"uppercut","v","uppercutting"
4651,"uprise","v","uprose"
4650,"uprise","v","uprisen"
4652,"upset","v","upsetting"
4653,"urethra","n","urethrae"
4654,"urinalysis","n","urinalyses"
3967,"speedy","a","speediest"
3966,"speedy","a","speedier"
3969,"spell","v","spelt"
3968,"spellbind","v","spellbound"
3970,"spend","v","spent"
3971,"spermatozoon","n","spermatozoa"
3972,"sphinx","n","sphinges"
3973,"spica","n","spicae"
3976,"spiculum","n","spicula"
3975,"spicy","a","spiciest"
3974,"spicy","a","spicier"
3979,"spiffy","a","spiffiest"
3978,"spiffy","a","spiffier"
3981,"spiky","a","spikiest"
3980,"spiky","a","spikier"
3982,"spill","v","spilt"
4029,"spin","v","spun"
3988,"spin","v","spinning"
3983,"spin-dry","v","spin-dried"
3985,"spindly","a","spindliest"
3984,"spindly","a","spindlier"
4235,"swanky","a","swankiest"
4234,"swanky","a","swankier"
4251,"swap","v","swops"
4250,"swap","v","swopping"
4249,"swap","v","swopped"
4237,"swap","v","swapping"
4236,"swap","v","swapped"
4239,"swarthy","a","swarthiest"
4238,"swarthy","a","swarthier"
4241,"swat","v","swatting"
4240,"swat","v","swatted"
4254,"swear","v","sworn"
4253,"swear","v","swore"
4242,"sweep","v","swept"
4248,"swell","v","swollen"
4244,"swig","v","swigging"
4243,"swig","v","swigged"
4257,"swim","v","swum"
4245,"swim","v","swimming"
4232,"swim","v","swam"
4258,"swing","v","swung"
4459,"trader","a","trader"
4461,"traffic","v","trafficking"
4460,"traffic","v","trafficked"
4462,"tragus","n","tragi"
4469,"tram","v","tramming"
4468,"tram","v","trammed"
4467,"trammel","v","tramels"
4466,"trammel","v","tramelling"
4465,"trammel","v","tramelled"
4464,"trammel","v","trameling"
4463,"trammel","v","trameled"
4471,"transfer","v","transferring"
4470,"transfer","v","transferred"
4472,"transfix","v","transfixt"
4661,"vallecula","n","valleculae"
4662,"varix","n","varices"
4663,"vary","v","varied"
4664,"vas","n","vasa"
4666,"vat","v","vatting"
4665,"vat","v","vatted"
3987,"spiny","a","spiniest"
3986,"spiny","a","spinier"
3990,"spiral","v","spiralling"
3989,"spiral","v","spiralled"
3991,"spirillum","n","spirilla"
3993,"spit","v","spitting"
3992,"spit","v","spitted"
3957,"spit","v","spat"
3995,"splashy","a","splashiest"
3994,"splashy","a","splashier"
3996,"splayfoot","n","splayfeet"
3997,"splenius","n","splenii"
3998,"split","v","splitting"
3999,"spoil","v","spoilt"
4003,"spongy","a","spongiest"
4002,"spongy","a","spongier"
4005,"spooky","a","spookiest"
4004,"spooky","a","spookier"
4006,"sporangium","n","sporangia"
4247,"swivel","v","swivelling"
4246,"swivel","v","swivelled"
4252,"swordfish","n","swordfishes"
4256,"swot","v","swotting"
4255,"swot","v","swotted"
4259,"syconium","n","syconia"
4261,"syllabify","v","syllabified"
4260,"syllabus","n","syllabi"
4262,"syllepsis","n","syllepses"
4264,"symbol","v","symbolling"
4263,"symbol","v","symbolled"
4265,"symphysis","n","symphyses"
4266,"symposium","n","symposia"
4267,"synapsis","n","synapses"
4268,"syncytium","n","syncytia"
4269,"synopsis","n","synopses"
4475,"transmit","v","transmitting"
4474,"transmit","v","transmitted"
4476,"transmogrify","v","transmogrified"
4478,"transship","v","transshipping"
4477,"transship","v","transshipped"
4473,"transship","v","tranship"
4482,"trap","v","trapping"
4481,"trap","v","trapped"
4479,"trapezium","n","trapezia"
4480,"trapezohedron","n","trapezohedra"
4484,"trashy","a","trashiest"
4483,"trashy","a","trashier"
4485,"trauma","n","traumata"
4487,"travel","v","travelling"
4486,"travel","v","travelled"
4488,"travesty","v","travestied"
4517,"tread","v","trodden"
4516,"tread","v","trod"
4634,"unstring","v","unstrung"
4635,"unteach","v","untaught"
4638,"untidy","a","untidiest"
4637,"untidy","a","untidier"
4636,"untidy","v","untidied"
4639,"untie","v","untying"
4640,"unwind","v","unwound"
4642,"unwrap","v","unwrapping"
4641,"unwrap","v","unwrapped"
4644,"unzip","v","unzipping"
4643,"unzip","v","unzipped"
4649,"up","v","upping"
4647,"up","v","upped"
4646,"upheave","v","uphove"
4645,"uphold","v","upheld"
4007,"sporozoan","n","sporozoa"
4009,"sporty","a","sportiest"
4008,"sporty","a","sportier"
4014,"spot","v","spotting"
4011,"spot","v","spotted"
4010,"spotlight","v","spotlit"
4013,"spotty","a","spottiest"
4012,"spotty","a","spottier"
4016,"spreader","a","spreader"
4020,"sprig","v","sprigging"
4019,"sprig","v","sprigged"
4022,"sprightly","a","sprightliest"
4021,"sprightly","a","sprightlier"
4026,"spring","v","sprung"
4015,"spring","v","sprang"
4023,"springer","a","springer"
4025,"springy","a","springiest"
4024,"springy","a","springier"
4018,"spry","a","spriest"
4017,"spry","a","sprier"
4028,"spud","v","spudding"
4027,"spud","v","spudded"
4031,"spur","v","spurring"
4030,"spur","v","spurred"
4032,"sputum","n","sputa"
3977,"spy","v","spied"
4033,"squama","n","squamae"
4270,"syntagma","n","syntagmata"
4271,"synthesis","n","syntheses"
4272,"syrinx","n","syringes"
4274,"tab","v","tabbing"
4273,"tab","v","tabbed"
4275,"tableau","n","tableaux"
4277,"tacky","a","tackiest"
4276,"tacky","a","tackier"
4278,"taenia","n","taeniae"
4280,"tag","v","tagging"
4279,"tag","v","tagged"
4490,"trek","v","trekking"
4489,"trek","v","trekked"
4492,"trendy","a","trendiest"
4491,"trendy","a","trendier"
4494,"trepan","v","trepanning"
4493,"trepan","v","trepanned"
4495,"treponema","n","treponemata"
4496,"trichina","n","trichinae"
4500,"tricksy","a","tricksiest"
4499,"tricksy","a","tricksier"
4498,"tricky","a","trickiest"
4497,"tricky","a","trickier"
4501,"triclinium","n","triclinia"
4655,"uterus","n","uteri"
4656,"utriculus","n","utriculi"
4657,"uvula","n","uvulae"
4658,"vacuum","n","vacua"
4660,"vagina","n","vaginae"
4659,"vagus","n","vagi"
4034,"squash","n","squashes"
4036,"squashy","a","squashiest"
4035,"squashy","a","squashier"
4042,"squat","v","squatting"
4039,"squat","a","squattest"
4038,"squat","a","squatter"
4037,"squat","v","squatted"
4041,"squatty","a","squattiest"
4040,"squatty","a","squattier"
4049,"squeegee","v","squilgee"
4044,"squib","v","squibbing"
4043,"squib","v","squibbed"
4046,"squid","v","squidding"
4045,"squid","v","squidded"
4048,"squiffy","a","squiffiest"
4047,"squiffy","a","squiffier"
4050,"squilla","n","squillae"
4051,"squirrelfish","n","squirrelfishes"
4053,"stab","v","stabbing"
4052,"stab","v","stabbed"
4054,"stadium","n","stadia"
4433,"take","v","took"
4281,"take","v","taken"
4434,"take pains","v","took pains"
4284,"take pains","v","taking pains"
4283,"take pains","v","takes pains"
4282,"take pains","v","taken pains"
4286,"talc","v","talcking"
4285,"talc","v","talcked"
4289,"talky","a","talkiest"
4288,"talky","a","talkier"
4293,"tallith","n","tallitoth"
4292,"tallith","n","tallithes"
4290,"tallith","n","tallaisim"
4291,"tally","v","tallied"
4287,"talus","n","tali"
4505,"trig","v","trigging"
4503,"trig","v","trigged"
4504,"triggerfish","n","triggerfishes"
4510,"trim","v","trimming"
4509,"trim","a","trimmest"
4508,"trim","a","trimmer"
4507,"trim","v","trimmed"
4506,"trimer","a","trimer"
4512,"trip","v","tripping"
4511,"trip","v","tripped"
4513,"triskelion","n","triskelia"
4514,"triumvir","n","triumviri"
4515,"trivium","n","trivia"
4518,"tropaeolum","n","tropaeola"
4667,"velum","n","vela"
4668,"vena","n","venae"
4669,"vena cava","n","venae cavae"
4056,"stagy","a","stagiest"
4055,"stagy","a","stagier"
4057,"stamen","n","stamina"
4115,"stand","v","stood"
4059,"stapes","n","stapedes"
4060,"staphylococcus","n","staphylococci"
4061,"stapler","a","stapler"
4070,"star","v","starring"
4067,"star","v","starred"
4063,"starchy","a","starchiest"
4062,"starchy","a","starchier"
4064,"starer","a","starer"
4071,"starets","n","startsy"
4065,"starets","n","staretsy"
4066,"starfish","n","starfishes"
4294,"tammy","v","tammied"
4300,"tan","v","tanning"
4299,"tan","a","tannest"
4298,"tan","a","tanner"
4297,"tan","v","tanned"
4296,"tangy","a","tangiest"
4295,"tangy","a","tangier"
4302,"tap","v","tapping"
4301,"tap","v","tapped"
4308,"tar","v","tarring"
4306,"tar","v","tarred"
4303,"tarantula","n","tarantulae"
4305,"tardy","a","tardiest"
4304,"tardy","a","tardier"
4520,"trot","v","trotting"
4519,"trot","v","trotted"
4521,"trou-de-loup","n","trous-de-loup"
4522,"trousseau","n","trousseaux"
4524,"trowel","v","trowelling"
4523,"trowel","v","trowelled"
4526,"true","a","truest"
4525,"true","a","truer"
4527,"trunkfish","n","trunkfishes"
4529,"trusty","a","trustiest"
4528,"trusty","a","trustier"
4502,"try","v","tried"
4530,"tuba","n","tubae"
4532,"tubby","a","tubbiest"
4531,"tubby","a","tubbier"
3778,"silverfish","n","silverfishes"
3779,"simplify","v","simplified"
3780,"simulacrum","n","simulacra"
3784,"sin","v","sinning"
3783,"sin","v","sinned"
3781,"sinciput","n","sincipita"
4211,"sing","v","sung"
3782,"sing","v","singing"
3540,"sing","v","sang"
3782,"singe","v","singing"
4213,"sink","v","sunken"
4212,"sink","v","sunk"
3542,"sink","v","sank"
4069,"starry","a","starriest"
4068,"starry","a","starrier"
4073,"stately","a","stateliest"
4072,"stately","a","statelier"
4123,"stave","v","stove"
4076,"steady","a","steadiest"
4075,"steady","a","steadier"
4074,"steady","v","steadied"
4110,"steal","v","stolen"
4109,"steal","v","stole"
