"SYNSET1ID","WORD1ID","SYNSET2ID","WORD2ID","LINKID"
300093544,3671,300093786,63492,30
300094128,3695,300094663,67878,30
200465325,3709,200467488,120129,30
300735339,3710,300735572,90183,30
108225712,3712,108226125,90184,30
301413635,3713,301413934,136449,30
113671866,3729,113671679,3731,30
113671679,3731,113671866,3729,30
300095301,3742,300096133,33840,30
300025841,3764,300025351,1342,30
300025841,3764,300026628,5003,30
300027187,3768,300026819,1338,30
104970993,3770,104970810,1348,30
200265980,3775,200265761,1345,30
302277439,3800,302276637,89952,30
302277439,3800,302275459,121998,30
300181796,3993,300181659,9921,30
107367288,3996,107368073,9942,30
302606635,3997,302606865,145599,30
303085030,4007,303084886,64565,30
100711929,4008,100712126,64566,30
302386033,4009,302385847,128593,30
113897485,4010,113897659,128594,30
200804120,4024,200797665,36859,30
202259651,4024,202216988,35105,30
300101395,4184,300101913,5192,30
302625102,4184,302625343,5192,30
104672900,4276,104673454,136451,30
300350397,4277,300350625,136452,30
300353228,4282,300354307,136454,30
301667996,4286,301667838,93044,30
300767401,4288,300767267,36739,30
111358772,4289,111381955,36744,30
300102092,4325,300102213,103271,30
104764637,4326,104766389,40819,30
300102370,4328,300102561,40821,30
109720954,4429,110414865,104343,30
400215731,4431,400215587,44680,30
302037484,4469,302036899,76115,30
302037484,4469,302036344,111202,30
104756475,4473,104753163,136455,30
300103000,4474,300104495,136456,30
400221803,4475,400221970,136457,30
300104850,4479,300105822,136458,30
400263637,4480,400263834,136459,30
104553703,4485,104553225,44967,30
104553703,4485,104553450,70094,30
301354942,4486,301354411,44993,30
301354942,4486,301354041,70095,30
300355201,4570,300355441,136460,30
301512443,4777,301512295,83686,30
300106187,4785,300106365,41799,30
301249625,4799,301247456,65177,30
300126191,4955,300124949,7151,30
300126191,4955,300125790,130826,30
301033611,4997,301033448,5317,30
300026628,5003,300025351,1342,30
300026628,5003,300025841,3764,30
300106545,5005,300107268,82606,30
400180395,5015,400398585,82607,30
400398902,5015,400398585,82607,30
300110444,5092,300110593,73040,30
300108459,5095,300108795,21667,30
113366471,5097,113379763,21669,30
300109074,5109,300109245,21675,30
300110072,5123,300110193,21681,30
300110072,5123,300110315,35952,30
300069669,5127,300069175,2337,30
300070036,5127,300069826,2337,30
300110777,5160,300111063,93148,30
301224118,5186,301223885,63446,30
301224118,5186,301223468,64661,30
300111308,5188,300111512,36383,30
300101913,5192,300101395,4184,30
302625343,5192,302625102,4184,30
105704794,5197,105716075,128772,30
300111664,5201,300111940,128778,30
300112226,5201,300112667,128778,30
300113042,5201,300113439,128778,30
200645351,5212,200645944,128776,30
300418284,5213,300418551,136462,30
113367019,5220,113441075,73044,30
107418463,5238,107418354,6701,30
302145523,5239,302145345,6702,30
101664337,5247,101664563,36067,30
113367545,5278,113470779,98097,30
300109406,5282,300109509,8932,30
301033448,5317,301033611,4997,30
109726749,5322,109940918,35404,30
301482105,5456,301481285,47480,30
301482105,5456,301480164,80742,30
300198256,5511,300198391,42556,30
200021058,5528,200022092,17326,30
302146067,5531,302145616,43546,30
113976874,5533,113976656,43547,30
109892524,5639,109892365,90248,30
107430843,5663,107431985,5666,30
107431985,5666,107430843,5663,30
300114629,5686,300117274,136463,30
302055630,5705,302051721,112457,30
105002148,5715,105004210,112470,30
302566811,5732,302566648,66103,30
300118877,5788,300119049,67885,30
300121062,5788,300121221,67885,30
300119378,5791,300120219,136464,30
104936761,5795,104937599,67886,30
302942060,5811,302942192,21887,30
301364195,5838,301363892,70836,30
104848987,5840,104848746,70839,30
300681382,5932,300681579,13668,30
300681382,5932,300681831,97917,30
102713254,5966,102978574,21869,30
102713474,5966,102978812,21869,30
302637737,5967,302637903,21873,30
300121384,6011,300121844,92790,30
113368419,6045,113466243,94881,30
107130005,6066,107123074,106809,30
102713822,6084,104316441,128719,30
109707421,6084,109713474,2829,30
300626330,6085,300626121,128720,30
300764212,6085,300763187,28402,30
108427068,6093,108426806,6665,30
300122675,6111,300123436,126871,30
300131484,6125,300131668,102663,30
300122362,6126,300122459,102670,30
300131850,6140,300132498,102615,30
105009626,6159,105009787,102631,30
300131353,6161,300131223,110436,30
301823081,6264,301822977,104160,30
302939608,6265,302939749,104167,30
114660826,6313,114659430,21708,30
300061347,6314,300061228,24381,30
302498054,6326,302497866,25853,30
300109827,6329,300109944,128685,30
114459533,6337,114459814,32753,30
301473228,6401,301472764,80265,30
108430569,6425,108430417,90042,30
301173803,6464,301173736,106312,30
302122999,6481,302121502,117191,30
105773668,6511,105772827,136042,30
106222846,6560,106238804,128738,30
302390802,6561,302390340,128742,30
300124525,6563,300124676,110445,30
301977901,6659,301974677,98035,30
301781249,6663,301780257,98473,30
108426806,6665,108427068,6093,30
108427727,6678,108551196,98010,30
107418354,6701,107418463,5238,30
302145345,6702,302145523,5239,30
301837236,6740,301836836,100521,30
108427436,6761,108550744,97980,30
300114287,6765,300114474,128649,30
300099382,6768,300099589,40284,30
108427239,6794,108551034,98005,30
108427914,6799,108551371,98011,30
301636063,6806,301636626,136473,30
108428018,6815,108551477,98018,30
105874952,6826,105875317,21724,30
105874952,6826,105875558,37920,30
108428018,6837,108551477,98084,30
300133920,6903,300134136,136476,30
300171619,6904,300172305,136477,30
400263125,6905,400263256,136478,30
200423074,6909,200428002,36863,30
200426115,6909,200428441,36863,30
100051033,6910,100054447,36864,30
107251190,6910,107265134,36864,30
300134330,6924,300134406,136480,30
300134488,6952,300134922,136483,30
104926826,6953,104928118,136484,30
200863735,6955,200864031,15940,30
113732302,6995,113733175,67890,30
300866327,7006,300865605,131332,30
300850092,7020,300849682,41086,30
104647897,7032,104652834,67893,30
200316406,7043,200316131,35268,30
200316996,7043,200315821,35268,30
100365288,7045,100365448,35270,30
400272695,7047,400272901,136487,30
104587136,7071,104588731,136489,30
300135131,7072,300135472,136490,30
200689036,7074,200689184,109839,30
106623166,7075,106645874,36872,30
300135772,7079,300136789,67895,30
400140318,7080,400140793,67896,30
104647353,7081,104653056,67897,30
104830338,7081,104833303,67897,30
101217866,7086,100876283,36873,30
106622724,7086,106645715,36873,30
107430045,7086,107432715,36873,30
200675601,7087,200675958,36874,30
200808304,7087,200808980,36874,30
400263397,7091,400263521,36876,30
300139437,7114,300139890,80698,30
300140612,7123,300141138,98081,30
105554369,7128,105579618,67899,30
104647897,7131,104652834,67900,30
300124949,7151,300126191,4955,30
300124949,7151,300125790,130826,30
301358109,7162,301357945,66916,30
106743602,7211,106743758,111994,30
300141501,7299,300141705,90189,30
300722459,7307,300723617,90190,30
300143086,7319,300143215,90191,30
300143308,7581,300143538,7630,30
300143538,7630,300143308,7581,30
300606102,7659,300607134,136494,30
106121583,7686,106121787,9139,30
201986478,7716,201988243,77029,30
201986478,7716,201988116,119961,30
201089586,7775,201090224,36877,30
101159370,7789,101160028,36878,30
300143675,7797,300144185,136496,30
300146145,7797,300147263,136496,30
300147478,7797,300148054,7841,30
101159370,7833,101160028,36880,30
300148054,7841,300147478,7797,30
300144857,7853,300145996,136497,30
300148151,7853,300148796,136497,30
201465961,7959,201468731,36881,30
301685859,7960,301686439,36882,30
202009162,7986,202012687,76000,30
300099786,8194,300099950,126493,30
300149002,8196,300151129,8348,30
104808030,8198,104804001,8350,30
300151470,8276,300152373,67903,30
300154678,8277,300154919,136500,30
400269743,8280,400269895,67904,30
400329223,8280,400329400,67904,30
100022119,8300,100019308,88425,30
301575928,8304,301575457,88401,30
106822360,8315,106831724,88418,30
400141600,8321,400141437,88451,30
300151129,8348,300149002,8196,30
104804001,8350,104808030,8198,30
201972423,8443,201974040,35403,30
302494356,8453,302495798,35408,30
108430116,8457,108481327,35411,30
109144519,8464,109203172,35414,30
302143720,8527,302143045,117715,30
300155165,8547,300156232,136506,30
400267823,8548,400210827,136507,30
300189224,8623,300188104,10205,30
201660009,8748,201661198,36887,30
100913816,8752,100914089,36888,30
101232393,8752,100914089,36888,30
200805941,8760,200806455,37465,30
300157368,8771,300158105,136512,30
400267920,8772,400268077,136513,30
105085894,8780,105093039,76881,30
300850574,8795,300850936,136516,30
200159450,8801,200160461,37482,30
200160069,8801,200160688,37482,30
200160255,8801,200160820,37482,30
302362733,8812,302363155,136517,30
200715174,8820,200716280,37493,30
114359453,8828,114359687,36890,30
300158655,8839,300159114,90193,30
100849384,8847,100849546,36891,30
300109509,8932,300109406,5282,30
113876842,8933,113876606,125295,30
302657028,8940,302656636,125544,30
302318870,8941,302318632,125550,30
300191068,8972,300191511,90194,30
302382637,9030,302380756,128570,30
400177264,9031,400177127,128571,30
104997016,9032,104996126,128575,30
113782945,9037,113782346,128667,30
302388633,9038,302386689,128674,30
302389857,9038,302389603,128674,30
113371353,9039,113500507,128677,30
302390227,9043,302390127,128701,30
400106462,9062,400106595,9100,30
400105032,9075,400105215,9080,30
400105215,9080,400105032,9075,30
400105032,9091,400105215,9092,30
400105215,9092,400105032,9091,30
400106595,9100,400106462,9062,30
106121787,9139,106121583,7686,30
105913253,9148,106157487,131262,30
106036213,9391,106036602,64360,30
301685667,9393,301685520,64361,30
302447862,9400,302446822,133103,30
106791841,9403,106791578,133107,30
302329056,9408,302328848,133152,30
114484357,9409,114483184,133158,30
300557190,9458,300557428,66357,30
201292940,9466,201302259,35635,30
201298963,9466,201301169,35635,30
300162696,9468,300163348,35636,30
300159190,9471,300159672,136523,30
300161690,9471,300161838,35637,30
201121581,9473,201130215,34442,30
202618036,9496,202618946,85115,30
200618576,9497,200616888,88781,30
101235928,9498,101236621,90195,30
105634352,9505,105638305,67906,30
300164857,9511,300166125,67907,30
104594438,9513,104594806,67909,30
105634803,9513,105638452,67909,30
201507255,9550,201508158,109741,30
201811381,9550,201812268,109741,30
111361350,9553,111361734,109973,30
300167408,9554,300170426,136530,30
300171217,9554,300171417,109974,30
400243465,9558,400243631,136531,30
104617482,9559,104622954,136532,30
300172851,9561,300173713,136533,30
300173823,9564,300174254,103318,30
302479897,9574,302478328,136089,30
114441554,9576,114440039,136091,30
400129174,9577,400129052,136092,30
104950230,9610,104950459,67910,30
300175025,9611,300175640,67911,30
400270228,9613,400270340,67913,30
106958719,9677,106958892,36510,30
109757657,9718,110670454,136707,30
300177411,9771,300178121,67920,30
400218914,9772,400219120,67921,30
105092753,9773,105093874,67922,30
300179875,9884,300180786,136537,30
300181659,9921,300181796,3993,30
300181955,9933,300182135,63434,30
300874893,9941,300875215,42122,30
300874893,9941,300875409,44558,30
107368073,9942,107367288,3996,30
300182330,9949,300182673,63439,30
301223315,9968,301223139,63446,30
301223315,9968,301222880,64661,30
300182776,9977,300184143,81316,30
302663786,10057,302664073,63482,30
301258540,10068,301258028,127332,30
301258540,10068,301257676,140470,30
301258540,10068,301259051,144567,30
115149111,10069,115148935,140471,30
104650405,10091,104654316,136539,30
300184353,10092,300187221,136540,30
302885849,10105,302885607,139886,30
303159784,10116,303159911,136542,30
300046234,10171,300045781,141185,30
200813177,10186,200814100,28662,30
200821726,10195,200821878,36896,30
300188104,10205,300189224,8623,30
200018806,10206,200019266,21994,30
302021955,10207,302022179,136548,30
300191603,10212,300193091,136549,30
301222766,10215,301222655,64487,30
100457736,10216,100457850,64505,30
302022283,10221,302022623,136552,30
301144153,10233,301142975,58911,30
104935589,10235,104934718,58913,30
300218450,10241,300218775,10245,30
300218775,10245,300218450,10241,30
302600863,10342,302600719,146511,30
108558211,10531,108558445,51385,30
200561752,10531,200561888,139987,30
202000744,10531,201997158,2175,30
202699046,10531,202698400,51385,30
300199168,10531,300199739,51385,30
400074467,10531,400075708,2925,30
113888271,10536,113888410,51387,30
300201618,10583,300202722,10609,30
200514664,10591,200515241,50090,30
301037645,10600,301037513,50093,30
300202722,10609,300201618,10583,30
300202946,10656,300204829,50404,30
300205669,10656,300206083,50404,30
400074467,10656,400075708,50404,30
400074673,10656,400074907,50404,30
105075456,10712,105073557,58603,30
301129419,10712,301127033,58603,30
109765730,10718,110072507,58610,30
109765855,10720,110072634,58618,30
114413899,10723,114412149,58623,30
109765961,10725,110073032,58634,30
114461602,10727,114460625,58644,30
400012748,10744,400012591,142969,30
400014476,10744,400014255,142969,30
400015200,10744,400015078,142969,30
105075456,10751,105073557,58675,30
113940674,10889,113942544,67181,30
202678162,10889,202678658,136555,30
300896835,10898,300898151,136556,30
300207595,10917,300207719,136557,30
300224561,11157,300224711,136558,30
302605135,11348,302605249,136560,30
201345254,11349,201345423,136561,30
301703025,11455,301698848,30793,30
300207797,11636,300207909,136563,30
301861921,11770,301863131,67995,30
300031937,11820,300031787,1529,30
300002843,11822,300002730,1535,30
200014542,12255,200014398,110217,30
200361616,12261,200359116,36245,30
201190869,12263,201190671,124657,30
200065266,12272,200064841,127092,30
300207995,12324,300209059,12330,30
300209059,12330,300207995,12324,30
109779352,12366,109813140,18141,30
300218889,12413,300219155,90198,30
300219320,12474,300222548,136202,30
200293903,12476,200294191,136200,30
104615301,12477,104621675,136201,30
104831904,12519,104834104,136571,30
300209139,12552,300209553,12577,30
300209553,12577,300209139,12552,30
200346415,12744,200353511,42049,30
200349400,12744,200353511,42049,30
202613621,12744,202615038,42049,30
105800803,12746,105801229,42049,30
