"SYNSET1ID","WORD1ID","SYNSET2ID","WORD2ID","LINKID"
104684840,22648,104688272,136664,30
105629230,22648,105630342,136664,30
300343148,22661,300343800,136666,30
202448908,22666,202449346,34126,30
201291154,22831,201291326,136667,30
200109468,23010,200117793,124805,30
300345024,23040,300348093,136672,30
104665010,23041,104669304,23046,30
300355544,23042,300356369,136675,30
104669304,23046,104665010,23041,30
300358006,23138,300359063,136678,30
400249046,23141,400249191,136679,30
201490954,23168,201491330,36936,30
202321650,23168,202321909,97032,30
300359212,23181,300360031,136680,30
300360539,23196,300360942,136681,30
300361121,23327,300361315,136683,30
300361730,23355,300362589,136684,30
300937569,23404,300936524,44657,30
400335916,23410,400335746,44658,30
200968175,23427,200968515,23431,30
200968515,23431,200968175,23427,30
200860959,23479,200909242,28063,30
300363547,23482,300365559,35282,30
400232365,23483,400232493,23491,30
104562176,23484,104562785,136688,30
107460513,23484,107467103,23492,30
400232493,23491,400232365,23483,30
107467103,23492,107460513,23484,30
109852459,23900,110333887,96198,30
400285918,24209,400486750,136691,30
300366593,24217,300366761,1285,30
300061228,24381,300061347,6314,30
300366879,24397,300367016,1294,30
300412086,24521,300412558,136692,30
300367771,24592,300387453,1301,30
300410827,24592,300410966,36100,30
104890979,24594,104891386,1302,30
302707463,24603,302707867,1308,30
300045343,24636,300044980,1707,30
400141918,24650,400141793,1729,30
106671525,25082,106671069,36748,30
104863868,25123,104864182,111400,30
300411155,25126,300411526,133922,30
109857884,25157,110037999,90217,30
300645492,25260,300645838,136698,30
300646047,25260,300646229,119022,30
108385284,25271,108385823,69808,30
109858953,25293,110516904,117448,30
301522176,25293,301521336,84447,30
104845440,25300,104846672,68020,30
300412963,25303,300413644,90219,30
400339598,25304,400339724,136701,30
200758523,25329,200759560,36952,30
200760518,25329,200760382,36952,30
202279591,25329,202307692,50197,30
200942030,25411,200942387,91451,30
104632938,25418,104634902,92820,30
104751619,25418,104754777,91553,30
201219080,25430,201225043,136704,30
201224886,25430,201225043,136704,30
300414699,25567,300415746,90220,30
106088340,25583,106088691,112026,30
109860730,25584,110472178,112027,30
101151383,25589,101151594,34204,30
300416228,25592,300416521,136706,30
300416747,25592,300417934,136706,30
202513815,25597,202514119,34206,30
201534915,25666,201536473,36807,30
300418932,25666,300420808,36807,30
300425527,25666,300425889,36807,30
300427844,25666,300428105,36807,30
300428828,25666,300429283,136712,30
104827486,25691,104828031,136713,30
114434687,25693,114436257,36806,30
202293420,25702,202259112,16401,30
300429900,25702,300431687,136716,30
300433163,25702,300434829,92830,30
300462768,25702,300463344,26179,30
202776366,25711,202775914,94604,30
301292996,25720,301293628,136717,30
300436728,25721,300437207,28671,30
104751619,25725,104755227,136719,30
300439279,25768,300439592,68022,30
300439906,25768,300440307,68022,30
108084593,25788,108084810,74717,30
109861662,25789,110184921,75753,30
302497866,25853,302498054,6326,30
300317724,25921,300317469,21357,30
201369862,25940,201370006,136721,30
200968353,25992,200968663,25995,30
200968663,25995,200968353,25992,30
300443798,26007,300444074,30574,30
400255849,26007,400255539,30574,30
201480602,26014,201481137,136724,30
201347334,26036,201348228,92837,30
201349203,26036,201349029,92837,30
202144635,26036,202144484,92837,30
202430141,26036,202429690,92837,30
202430623,26036,202430399,92837,30
300448955,26036,300447582,37526,30
300453543,26036,300452640,37526,30
201042911,26053,201043148,92860,30
301658152,26063,301657516,92837,30
301659760,26063,301658975,92837,30
301664733,26063,301664597,92837,30
109184435,26065,109316487,92840,30
103037810,26066,103801501,92841,30
105949941,26073,105950079,92848,30
104588894,26100,104585553,92900,30
100344888,26110,100339489,92894,30
301013745,26110,301012667,92894,30
300455759,26130,300459631,136727,30
300463344,26179,300462768,25702,30
200182020,26287,200181809,136730,30
302239130,26419,302240391,48298,30
400192221,26424,400192349,48317,30
300464942,26439,300465817,69103,30
301703720,26464,301704607,136733,30
105607879,26834,105608450,68044,30
114358778,26847,114356417,68047,30
300329426,26849,300329551,68049,30
300466504,26849,300466953,68049,30
400287686,26850,400287833,68050,30
201526143,26874,201526356,136734,30
302325424,26876,302326369,136735,30
301254373,26923,301250446,65186,30
301260856,26923,301259576,65186,30
113920395,26950,113920280,65220,30
302543861,26955,302543471,142151,30
302544503,26964,302544276,142156,30
104946431,26967,104947485,65267,30
300467728,27013,300468356,90223,30
301420251,27027,301419531,77563,30
303160422,27036,303160640,136736,30
300468799,27042,300469904,37602,30
202595859,27149,202596186,34230,30
202595859,27154,202596186,34232,30
104887901,27164,104889941,27230,30
200284671,27164,200283693,36967,30
300395196,27164,300395392,14578,30
300395623,27213,300402711,136738,30
300403480,27217,300405279,27229,30
300407944,27217,300409108,27229,30
300405279,27229,300403480,27217,30
300409108,27229,300407944,27217,30
104889941,27230,104887901,27164,30
300407944,27262,300409108,27267,30
300409108,27267,300407944,27262,30
300141810,27319,300142790,90224,30
302438348,27367,302438464,136742,30
300474326,27376,300474800,90227,30
301332954,27380,301333910,136743,30
300474982,27399,300476033,90229,30
201852720,27404,201852192,58175,30
202672717,27422,202672856,58210,30
106943480,27456,106944918,133838,30
114383755,27471,114385028,36980,30
300478809,27476,300480005,136745,30
300481320,27476,300481923,136745,30
400156153,27478,400156320,136747,30
300483212,27552,300483845,68060,30
300485135,27561,300486321,90230,30
300487419,27614,300487581,90231,30
300520089,27628,300520641,136751,30
300477986,27639,300478484,68062,30
300487699,27650,300489640,136752,30
300494722,27650,300495505,68469,30
106255278,27783,106255129,104630,30
104696126,27865,104694678,68478,30
104726924,27869,104728325,136754,30
201032702,27898,201032421,44387,30
300496952,27914,300502614,136755,30
104582014,27915,104583271,136756,30
300349300,27943,300349910,68067,30
300504092,27959,300505233,78774,30
300505894,27983,300506504,68068,30
400372375,27986,400372199,68069,30
300329696,28009,300330166,136760,30
300508211,28019,300508965,136761,30
104644141,28023,104645846,68070,30
300509376,28024,300510104,68071,30
300510964,28024,300511131,68071,30
400289064,28026,400289157,68072,30
105084897,28043,105085618,68073,30
300511975,28046,300513139,68075,30
300514055,28046,300514186,68075,30
400186658,28047,400186886,68078,30
101171043,28048,101205378,29608,30
300514412,28049,300515090,90235,30
400244773,28050,400244907,90236,30
200909242,28063,200860959,23479,30
300515724,28066,300516203,136764,30
400289622,28067,400289406,136765,30
300522139,28085,300526246,68079,30
114399468,28090,114400687,68083,30
302184133,28093,302182851,119496,30
104863868,28098,104864182,108927,30
104863868,28099,104864182,108928,30
104697660,28107,104697444,119521,30
101206150,28110,101182181,90237,30
300700058,28112,300699063,34495,30
200403477,28113,200401364,119523,30
300909228,28119,300909778,136769,30
300531562,28131,300533638,36983,30
104835120,28151,104835971,36984,30
302178976,28153,302174298,119496,30
104750387,28173,104753584,68084,30
300535203,28174,300536162,68085,30
105738040,28175,105738369,68086,30
300527721,28176,300531371,90239,30
400289765,28179,400289871,90240,30
201391526,28181,201391804,34247,30
104869781,28185,104870009,68088,30
300516321,28186,300516642,68089,30
100357638,28188,100358299,34249,30
100617307,28188,100617865,34249,30
301030000,28196,301029651,136775,30
106585313,28302,106585211,104160,30
400290609,28302,400290519,104160,30
300537763,28312,300539650,29480,30
113804358,28314,113804157,29482,30
400502003,28317,400501891,29486,30
302095944,28323,302097882,136777,30
302098561,28324,302098706,110484,30
104818454,28328,104820852,65669,30
200406192,28340,200406496,34251,30
302462707,349,302462559,128926,30
300140394,355,300140180,356,30
400252994,355,400253080,356,30
300140180,356,300140394,355,30
400253080,356,400252994,355,30
301670397,412,301670241,1574,30
300002312,444,300002527,1798,30
400515018,445,400515112,1799,30
300002956,491,300003131,1845,30
201451389,493,201451198,1848,30
109118159,542,109118334,1934,30
302610597,543,302614687,1935,30
105131567,557,105138528,67849,30
105548159,557,105576897,67849,30
300001740,583,300002098,136391,30
301600350,603,301598403,90612,30
301603346,603,301603073,90612,30
114440220,606,114439402,90623,30
202431562,616,202431331,43489,30
400174307,632,400174207,93147,30
301670099,633,301669835,93148,30
400080266,655,400080132,12996,30
400080519,655,400080389,12996,30
301110910,674,301110805,16817,30
300004412,685,300004979,136392,30
105000923,709,105001152,58956,30
101236876,724,101236333,103550,30
113899170,724,113895797,103550,30
301853862,727,301852509,103554,30
300005204,739,300006050,109392,30
200904329,759,200844359,14715,30
202770661,763,202772505,41785,30
300008753,764,300008896,2135,30
104872271,769,104874045,90163,30
300006354,770,300007832,90164,30
201198564,786,201159294,29117,30
300009065,788,300009997,58091,30
300011776,795,300013179,28426,30
400199377,809,400199241,28430,30
104693519,810,104691234,28431,30
105046470,833,105048383,114888,30
300013906,834,300016794,114885,30
300017390,837,300017726,136394,30
300317064,960,300316943,21153,30
300318784,964,300318980,21689,30
300318784,964,300319189,66251,30
300321745,969,300320432,21961,30
300323219,970,300321992,21969,30
200439224,975,200441004,34102,30
200440389,975,200439541,34102,30
100331305,977,100331522,34103,30
104992082,977,104992644,34103,30
115201402,977,115201722,34103,30
302298605,990,302298865,106568,30
302298605,990,302298416,128500,30
200688450,994,200687686,109361,30
200799499,994,200799232,109156,30
202240287,994,202241501,109156,30
104724040,995,104725304,136396,30
300017820,996,300018622,136397,30
400055850,998,400056056,136399,30
113870364,999,113875497,109363,30
300076560,1005,300076949,109364,30
104650405,1013,104654316,67850,30
300019169,1014,300019912,67851,30
400040959,1036,400062868,34691,30
400063188,1036,400062868,34691,30
300020824,1056,300021440,136402,30
302259038,1067,302259196,136403,30
302260192,1067,302260321,136403,30
300555152,1084,300556210,37015,30
113342614,1133,113342828,21451,30
104734286,1148,104735830,67853,30
300021803,1149,300023420,67854,30
400205951,1150,400206071,67855,30
303053745,1158,303054011,69215,30
300024458,1168,300024914,136408,30
109696997,1274,110207458,78895,30
300366761,1285,300366593,24217,30
300367016,1294,300366879,24397,30
300387453,1301,300367771,24592,30
104891386,1302,104890979,24594,30
302707867,1308,302707463,24603,30
300026819,1338,300027187,3768,30
300025351,1342,300025841,3764,30
300025351,1342,300026628,5003,30
200265761,1345,200265980,3775,30
104970810,1348,104970993,3770,30
300027360,1380,300028785,136411,30
109697960,1443,110595147,125839,30
109697960,1443,110595361,125839,30
300029456,1462,300031646,136414,30
200906141,1464,200908462,29501,30
101196360,1465,101191756,29504,30
111474446,1496,111474624,101077,30
302601074,1497,302601188,101078,30
300031787,1529,300031937,11820,30
300002730,1535,300002843,11822,30
202371743,1555,202730828,109122,30
300799431,1566,300799605,136415,30
301670241,1574,301670397,412,30
302383387,1606,302383735,146603,30
113945340,1625,113948529,67858,30
200191014,1639,200191849,67859,30
100237710,1645,100234503,33839,30
113362352,1645,113432777,67860,30
114658881,1647,114660238,69020,30
300032087,1648,300033687,67861,30
300034823,1648,300035187,67861,30
300035578,1648,300036594,67861,30
300037570,1648,300037870,67861,30
300038863,1648,300039705,96689,30
300040548,1648,300040908,38322,30
300041583,1648,300041273,44894,30
300041840,1648,300042063,124768,30
300042258,1648,300042449,96689,30
300042677,1648,300043345,67861,30
300043630,1648,300043834,106876,30
113296926,1659,113297309,96697,30
113740280,1660,113740553,96698,30
400079883,1661,400080014,96699,30
104566591,1662,104567118,67862,30
113945340,1662,113948529,67862,30
100408378,1667,101064491,67863,30
113945340,1667,113948529,67863,30
300043985,1676,300044573,102800,30
100758674,1680,100758820,93814,30
300044980,1707,300045343,24636,30
301817277,1707,301817362,91637,30
400141793,1729,400141918,24650,30
104637014,1730,104637428,91643,30
300680672,1731,300679914,32736,30
300681235,1731,300680903,32736,30
104590577,1785,104591567,136416,30
301031001,1786,301032782,136417,30
300046329,1793,300046893,80681,30
300002527,1798,300002312,444,30
400515112,1799,400515018,445,30
200182551,1800,200179456,129202,30
200642706,1800,200643130,126955,30
300047249,1818,300047786,136419,30
300048006,1820,300048174,90171,30
100364636,1825,100361605,126957,30
300048349,1830,300050303,126958,30
300050861,1840,300051167,136420,30
300003131,1845,300002956,491,30
201451198,1848,201451389,493,30
104723718,1900,104724916,67864,30
105044039,1900,105044563,67864,30
300051265,1901,300051936,67865,30
400371496,1903,400371647,67866,30
300052912,1915,300055148,90172,30
300747844,1925,300747720,35925,30
109118334,1934,109118159,542,30
302614687,1935,302610597,543,30
300055580,1956,300055779,126921,30
300351723,1978,300352328,136422,30
300352624,1978,300352919,80682,30
201831332,2028,201831544,78725,30
104724377,2032,104725615,67868,30
301766555,2033,301767266,67869,30
200819114,2040,200818359,35105,30
202454093,2040,202453586,44375,30
202507548,2040,202507928,109361,30
302493534,2053,302493688,28844,30
300056005,2077,300056146,136423,30
301038101,2078,301037801,88361,30
301409407,2082,301409102,14030,30
300056242,2095,300060656,136424,30
300061521,2128,300063536,80685,30
400056592,2129,400056738,80686,30
302359044,2132,302358861,126865,30
302359044,2132,302358694,127644,30
300008896,2135,300008753,764,30
300008225,2137,300008614,90174,30
109543216,2146,109559972,72762,30
302124907,2161,302125369,105946,30
100282916,2175,100055321,110414,30
201995735,2175,201997674,108348,30
201997158,2175,202000744,10531,30
105087334,2182,105093217,36842,30
202518297,2182,202518489,36842,30
300064738,2183,300065808,36844,30
400014255,2184,400014476,36845,30
300066400,2205,300067409,136426,30
400154814,2222,400239560,67873,30
105091912,2239,105096685,67874,30
300067647,2240,300068376,67875,30
300069175,2337,300069669,5127,30
300069826,2337,300070036,5127,30
300070140,2401,300071192,67877,30
200016176,2407,200015939,63561,30
302738149,2423,302737943,47269,30
300071547,2434,300072600,136432,30
300073656,2434,300074954,136432,30
104719121,2437,104717684,136433,30
300334249,2448,300334885,40722,30
113750405,2463,113750713,28906,30
200667503,2464,200668503,88754,30
101188666,2466,101188455,110522,30
107133174,2467,107134389,88756,30
300075743,2467,300076123,88756,30
300159966,2478,300160646,136437,30
300077529,2517,300078057,2912,30
300078253,2525,300082141,136438,30
301037176,2587,301036886,50052,30
400276839,2587,400277124,50052,30
200250565,2683,200251763,109373,30
107874801,2698,107874981,146159,30
201310346,2742,201310471,34585,30
300082711,2762,300085425,136440,30
201765882,2780,201768154,19539,30
300085733,2781,300087837,136441,30
300088039,2781,300089343,136441,30
107443394,2784,107444854,19544,30
301309056,2814,301308919,58170,30
109713474,2829,109707421,6084,30
200807178,2853,200806604,36851,30
202662554,2853,202723657,36851,30
300089736,2855,300090040,36853,30
104572414,2856,104574708,36856,30
104710422,2856,104711300,36856,30
400220590,2857,400313978,36857,30
107104710,2860,107110265,36858,30
113909422,2860,113920752,36858,30
300078057,2912,300077529,2517,30
400075708,2925,400074467,10531,30
302932126,2930,302931926,64083,30
106558850,3027,106558957,127822,30
300091771,3084,300091572,3088,30
300091771,3084,300091975,127833,30
300091572,3088,300091771,3084,30
300091572,3088,300091975,127833,30
302095738,3164,302095854,136445,30
300194616,3287,300198152,136446,30
301162226,3432,301163198,90182,30
300092165,3517,300093404,136447,30
