"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"carbon",114569867,6,"noun.substance",27,"n","atomic number 6#1(atomic_number_6%1:27:00::),carbon#1(carbon%1:27:00::),C#6(c%1:27:00::)","an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds","","atomic number 6,carbon,C",1,15,"substance holonym",114744930,"noun.substance",27,"n","coal#1(coal%1:27:00::)","fossil fuel consisting of carbonized vegetable matter deposited in the Carboniferous period","","coal"
"terbium",114594228,,"noun.substance",27,"n","atomic number 65#1(atomic_number_65%1:27:00::),terbium#1(terbium%1:27:00::),Tb#1(tb%1:27:00::)","a metallic element of the rare earth group; used in lasers; occurs in apatite and monazite and xenotime and ytterbite","","atomic number 65,terbium,Tb",1,15,"substance holonym",114603172,"noun.substance",27,"n","apatite#1(apatite%1:27:00::)","a common complex mineral consisting of calcium fluoride phosphate or calcium chloride phosphate; a source of phosphorus","","apatite"
"cellulose acetate",114891645,1,"noun.substance",27,"n","cellulose acetate#1(cellulose_acetate%1:27:00::)","an ester of acetic acid; used in fibers and fabrics; photographic films and varnishes","","cellulose acetate",1,15,"substance holonym",102677907,"noun.artifact",6,"n","acetate rayon#1(acetate_rayon%1:06:00::),acetate#2(acetate%1:06:00::)","a fabric made from fibers of cellulose acetate","","acetate rayon,acetate"
"sloe",107682732,,"noun.food",13,"n","sloe#3(sloe%1:13:00::)","small sour dark purple fruit of especially the Allegheny plum bush","","sloe",3,15,"substance holonym",107835532,"noun.food",13,"n","sloe gin#1(sloe_gin%1:13:00::)","gin flavored with sloes (fruit of the blackthorn)","","sloe gin"
"atomic number 49",114577884,,"noun.substance",27,"n","atomic number 49#1(atomic_number_49%1:27:00::),indium#1(indium%1:27:00::),In#2(in%1:27:00::)","a rare soft silvery metallic element; occurs in small quantities in sphalerite","","atomic number 49,indium,In",1,15,"substance holonym",115033008,"noun.substance",27,"n","blende#1(blende%1:27:00::),zinc blende#1(zinc_blende%1:27:00::),sphalerite#1(sphalerite%1:27:00::)","an ore that is the chief source of zinc; consists largely of zinc sulfide in crystalline form","","blende,zinc blende,sphalerite"
"hedeoma oil",112783692,,"noun.plant",20,"n","hedeoma oil#1(hedeoma_oil%1:20:00::),pennyroyal oil#2(pennyroyal_oil%1:20:02::)","aromatic oil from American pennyroyal","","hedeoma oil,pennyroyal oil",1,15,"substance holonym",112783407,"noun.plant",20,"n","American pennyroyal#1(american_pennyroyal%1:20:00::),Hedeoma pulegioides#1(hedeoma_pulegioides%1:20:00::),pennyroyal#2(pennyroyal%1:20:02::)","erect hairy branching American herb having purple-blue flowers; yields an essential oil used as an insect repellent and sometimes in folk medicine","","American pennyroyal,Hedeoma pulegioides,pennyroyal"
"isobutylene",114718367,,"noun.substance",27,"n","isobutylene#1(isobutylene%1:27:00::)","used also in making gasoline components","","isobutylene",1,15,"substance holonym",114934648,"noun.substance",27,"n","butyl#1(butyl%1:27:00::)","a hydrocarbon radical (C4H9)","","butyl"
"oxygen",114584761,39,"noun.substance",27,"n","atomic number 8#1(atomic_number_8%1:27:00::),O#1(o%1:27:00::),oxygen#1(oxygen%1:27:00::)","a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust","","atomic number 8,O,oxygen",1,15,"substance holonym",114771042,"noun.substance",27,"n","air#1(air%1:27:00::)","a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of","air pollution|a smell of chemicals in the air|open a window and let in some air|I need some fresh air","air"
"rabbit food",107638790,,"noun.food",13,"n","raw vegetable#1(raw_vegetable%1:13:00::),rabbit food#1(rabbit_food%1:13:00::)","an uncooked vegetable","","raw vegetable,rabbit food",1,15,"substance holonym",107638904,"noun.food",13,"n","crudites#1(crudites%1:13:00::)","raw vegetables cut into bite-sized strips and served with a dip","","crudites"
"ag",114591616,,"noun.substance",27,"n","Ag#1(ag%1:27:00::),silver#1(silver%1:27:00::),atomic number 47#1(atomic_number_47%1:27:00::)","a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography","","Ag,silver,atomic number 47",1,15,"substance holonym",114983121,"noun.substance",27,"n","sterling silver#1(sterling_silver%1:27:00::)","a silver alloy with no more than 7.5% copper","","sterling silver"
"wolfram",114596174,,"noun.substance",27,"n","atomic number 74#1(atomic_number_74%1:27:00::),tungsten#1(tungsten%1:27:00::),wolfram#1(wolfram%1:27:00::),W#1(w%1:27:00::)","a heavy grey-white metallic element; the pure form is used mainly in electrical applications; it is found in several ores including wolframite and scheelite","","atomic number 74,tungsten,wolfram,W",1,15,"substance holonym",114947093,"noun.substance",27,"n","scheelite#1(scheelite%1:27:00::)","a mineral used as an ore of tungsten","","scheelite"
"myelin",114884839,,"noun.substance",27,"n","medulla#1(medulla%1:27:00::),myeline#1(myeline%1:27:00::),myelin#1(myelin%1:27:00::)","a white fatty substance that forms a medullary sheath around the axis cylinder of some nerve fibers","","medulla,myeline,myelin",1,15,"substance holonym",105396467,"noun.body",8,"n","myelin sheath#1(myelin_sheath%1:08:00::),medullary sheath#1(medullary_sheath%1:08:00::)","a layer of myelin encasing (and insulating) the axons of medullated nerve fibers","","myelin sheath,medullary sheath"
"atomic number 65",114594228,,"noun.substance",27,"n","atomic number 65#1(atomic_number_65%1:27:00::),terbium#1(terbium%1:27:00::),Tb#1(tb%1:27:00::)","a metallic element of the rare earth group; used in lasers; occurs in apatite and monazite and xenotime and ytterbite","","atomic number 65,terbium,Tb",1,15,"substance holonym",114619267,"noun.substance",27,"n","monazite#1(monazite%1:27:00::)","a reddish-brown mineral containing rare earth metals; an important source of thorium and cerium","","monazite"
"oatmeal",107498714,,"noun.food",13,"n","rolled oats#1(rolled_oats%1:13:00::),oatmeal#2(oatmeal%1:13:01::)","meal made from rolled or ground oats","","rolled oats,oatmeal",2,15,"substance holonym",107805403,"noun.food",13,"n","porridge#1(porridge%1:13:00::)","soft food made by boiling oatmeal or other meal or legumes in water or milk until thick","","porridge"
"sodium",114592033,1,"noun.substance",27,"n","atomic number 11#1(atomic_number_11%1:27:00::),sodium#1(sodium%1:27:00::),Na#1(na%1:27:00::)","a silvery soft waxy metallic element of the alkali metal group; occurs abundantly in natural compounds (especially in salt water); burns with a yellow flame and reacts violently in water; occurs in sea water and in the mineral halite (rock salt)","","atomic number 11,sodium,Na",1,15,"substance holonym",114935470,"noun.substance",27,"n","brine#1(brine%1:27:00::),seawater#1(seawater%1:27:00::),saltwater#1(saltwater%1:27:00::)","water containing salts","the water in the ocean is all saltwater","brine,seawater,saltwater"
"chinese anise",107757553,,"noun.food",13,"n","star aniseed#1(star_aniseed%1:13:00::),Chinese anise#2(chinese_anise%1:13:00::),star anise#3(star_anise%1:13:00::)","anise-scented star-shaped fruit or seed used in Asian cooking and medicine","","star aniseed,Chinese anise,star anise",2,15,"substance holonym",107744456,"noun.food",13,"n","five spice powder#1(five_spice_powder%1:13:00::)","Chinese seasoning made by grinding star anise and fennel and pepper and cloves and cinnamon","","five spice powder"
"linolic acid",114865645,,"noun.substance",27,"n","linolic acid#1(linolic_acid%1:27:00::),linoleic acid#1(linoleic_acid%1:27:00::)","a liquid polyunsaturated fatty acid abundant in plant fats and oils; a fatty acid essential for nutrition; used to make soap","","linolic acid,linoleic acid",1,15,"substance holonym",107604659,"noun.food",13,"n","corn oil#1(corn_oil%1:13:00::)","oil from the germs of corn grains","","corn oil"
"sweet gum",112252076,,"noun.plant",20,"n","liquidambar#1(liquidambar%1:20:02::),sweet gum#2(sweet_gum%1:20:02::)","aromatic exudate from the sweet gum tree","","liquidambar,sweet gum",2,15,"substance holonym",112251795,"noun.plant",20,"n","American sweet gum#1(american_sweet_gum%1:20:00::),bilsted#1(bilsted%1:20:00::),sweet gum tree#1(sweet_gum_tree%1:20:00::),Liquidambar styraciflua#1(liquidambar_styraciflua%1:20:00::),sweet gum#3(sweet_gum%1:20:01::),red gum#5(red_gum%1:20:03::)","a North American tree of the genus Liquidambar having prickly spherical fruit clusters and fragrant sap","","American sweet gum,bilsted,sweet gum tree,Liquidambar styraciflua,sweet gum,red gum"
"uracil",115009471,,"noun.substance",27,"n","U#1(u%1:27:01::),uracil#1(uracil%1:27:00::)","a base containing nitrogen that is found in RNA (but not in DNA) and derived from pyrimidine; pairs with adenine","","U,uracil",1,15,"substance holonym",114762407,"noun.substance",27,"n","RNA#1(rna%1:27:00::),ribonucleic acid#1(ribonucleic_acid%1:27:00::)","(biochemistry) a long linear polymer of nucleotides found in the nucleus but mainly in the cytoplasm of a cell where it is associated with microsomes; it transmits genetic information from DNA to the cytoplasm and controls certain chemical processes in the cell","ribonucleic acid is the genetic material of some viruses","RNA,ribonucleic acid"
"as",114565810,,"noun.substance",27,"n","As#1(as%1:27:00::),atomic number 33#1(atomic_number_33%1:27:00::),arsenic#2(arsenic%1:27:00::)","a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar","","As,atomic number 33,arsenic",1,15,"substance holonym",114631535,"noun.substance",27,"n","realgar#1(realgar%1:27:00::)","a rare soft orange mineral consisting of arsenic sulphide; an important ore of arsenic","","realgar"
"as",114565810,,"noun.substance",27,"n","As#1(as%1:27:00::),atomic number 33#1(atomic_number_33%1:27:00::),arsenic#2(arsenic%1:27:00::)","a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar","","As,atomic number 33,arsenic",1,15,"substance holonym",114625456,"noun.substance",27,"n","orpiment#1(orpiment%1:27:00::)","a yellow mineral occurring in conjunction with realgar; an ore of arsenic","","orpiment"
"tellurium",114593890,,"noun.substance",27,"n","atomic number 52#1(atomic_number_52%1:27:00::),tellurium#1(tellurium%1:27:00::),Te#1(te%1:27:00::)","a brittle silver-white metalloid element that is related to selenium and sulfur; it is used in alloys and as a semiconductor; occurs mainly as tellurides in ores of copper and nickel and silver and gold","","atomic number 52,tellurium,Te",1,15,"substance holonym",114991383,"noun.substance",27,"n","sylvanite#1(sylvanite%1:27:00::),graphic tellurium#1(graphic_tellurium%1:27:00::)","a silver-white mineral consisting of silver gold telluride; a source of gold in Australia and America","","sylvanite,graphic tellurium"
"flavin",114800194,,"noun.substance",27,"n","flavin#1(flavin%1:27:00::)","a ketone that forms the nucleus of certain natural yellow pigments like riboflavin","","flavin",1,15,"substance holonym",115016587,"noun.substance",27,"n","hepatoflavin#1(hepatoflavin%1:27:00::),lactoflavin#1(lactoflavin%1:27:00::),vitamin G#1(vitamin_g%1:27:00::),riboflavin#1(riboflavin%1:27:00::),vitamin B2#1(vitamin_b2%1:27:00::),ovoflavin#1(ovoflavin%1:27:00::)","a B vitamin that prevents skin lesions and weight loss","","hepatoflavin,lactoflavin,vitamin G,riboflavin,vitamin B2,ovoflavin"
"f",114574168,,"noun.substance",27,"n","atomic number 9#1(atomic_number_9%1:27:00::),fluorine#1(fluorine%1:27:00::),F#2(f%1:27:00::)","a nonmetallic univalent element belonging to the halogens; usually a yellow irritating toxic flammable gas; a powerful oxidizing agent; recovered from fluorite or cryolite or fluorapatite","","atomic number 9,fluorine,F",2,15,"substance holonym",114611841,"noun.substance",27,"n","fluorapatite#1(fluorapatite%1:27:00::)","a form of apatite in which fluorine predominates over chlorine","","fluorapatite"
"paba",114900859,,"noun.substance",27,"n","para aminobenzoic acid#1(para_aminobenzoic_acid%1:27:00::),PABA#1(paba%1:27:00::)","a metabolic acid found in yeast and liver cells; used to make dyes and drugs and sun blockers","","para aminobenzoic acid,PABA",1,15,"substance holonym",104297476,"noun.artifact",6,"n","sunscreen#1(sunscreen%1:06:00::),sunblock#1(sunblock%1:06:00::),sun blocker#1(sun_blocker%1:06:00::)","a cream spread on the skin; contains a chemical (as PABA) to filter out ultraviolet light and so protect from sunburn","","sunscreen,sunblock,sun blocker"
"eucalyptus kino",112274313,,"noun.plant",20,"n","eucalyptus gum#1(eucalyptus_gum%1:20:00::),red gum#1(red_gum%1:20:05::),eucalyptus kino#1(eucalyptus_kino%1:20:00::)","reddish-brown dried gummy exudation from any of several trees of the genus Eucalyptus especially Eucalyptus camaldulensis","","eucalyptus gum,red gum,eucalyptus kino",1,15,"substance holonym",112271556,"noun.plant",20,"n","Eucalyptus camaldulensis#1(eucalyptus_camaldulensis%1:20:00::),river red gum#1(river_red_gum%1:20:00::),river gum#1(river_gum%1:20:00::),Eucalyptus rostrata#1(eucalyptus_rostrata%1:20:00::)","somewhat crooked red gum tree growing chiefly along rivers; has durable reddish lumber used in heavy construction","","Eucalyptus camaldulensis,river red gum,river gum,Eucalyptus rostrata"
"ice",114843769,22,"noun.substance",27,"n","water ice#1(water_ice%1:27:00::),ice#1(ice%1:27:00::)","water frozen in the solid state","Americans like ice in their drinks","water ice,ice",1,15,"substance holonym",109226883,"noun.object",17,"n","glacier#1(glacier%1:17:00::)","a slowly moving mass of ice","","glacier"
"lard",107602813,,"noun.food",13,"n","lard#1(lard%1:13:00::)","soft white semisolid fat obtained by rendering the fatty tissue of the hog","","lard",1,15,"substance holonym",102398370,"noun.animal",5,"n","pig#1(pig%1:05:00::),squealer#2(squealer%1:05:00::),Sus scrofa#2(sus_scrofa%1:05:02::),grunter#2(grunter%1:05:00::),hog#3(hog%1:05:00::)","domestic swine","","pig,squealer,Sus scrofa,grunter,hog"
"taro root",107667436,,"noun.food",13,"n","edda#1(edda%1:13:00::),taro root#1(taro_root%1:13:00::),cocoyam#2(cocoyam%1:13:00::),taro#3(taro%1:13:00::),dasheen#3(dasheen%1:13:00::)","tropical starchy tuberous root","","edda,taro root,cocoyam,taro,dasheen",1,15,"substance holonym",107805154,"noun.food",13,"n","poi#1(poi%1:13:00::)","Hawaiian dish of taro root pounded to a paste and often allowed to ferment","","poi"
